,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
α_μ,8.722,0.208,8.328,9.119,0.002,0.002,7352.0,2694.0,1.0
β_μ,0.012,0.0,0.011,0.013,0.0,0.0,8538.0,2508.0,1.0
α[0],6.288,0.042,6.208,6.363,0.0,0.0,7360.0,2737.0,1.0
α[1],8.398,0.06,8.288,8.512,0.001,0.0,7922.0,2923.0,1.0
α[2],5.971,0.03,5.916,6.029,0.0,0.0,8198.0,2439.0,1.0
α[3],8.959,0.097,8.781,9.141,0.001,0.001,8740.0,2833.0,1.0
α[4],8.171,0.071,8.039,8.308,0.001,0.001,7153.0,3195.0,1.0
α[5],8.877,0.033,8.817,8.941,0.0,0.0,7079.0,2377.0,1.0
α[6],8.86,0.039,8.789,8.934,0.0,0.0,8254.0,2974.0,1.0
α[7],8.471,0.069,8.35,8.61,0.001,0.001,8861.0,2563.0,1.0
α[8],10.07,0.038,9.998,10.143,0.0,0.0,6916.0,2926.0,1.0
α[9],7.134,0.049,7.04,7.222,0.0,0.0,10235.0,2980.0,1.0
α[10],11.883,0.101,11.692,12.077,0.001,0.001,7855.0,2755.0,1.0
α[11],6.841,0.048,6.752,6.933,0.001,0.0,7742.0,3105.0,1.0
α[12],10.284,0.037,10.213,10.351,0.0,0.0,8648.0,3093.0,1.0
α[13],10.501,0.084,10.33,10.644,0.001,0.001,8394.0,2626.0,1.0
α[14],11.303,0.001,11.301,11.305,0.0,0.0,8703.0,2925.0,1.0
α[15],9.395,0.098,9.217,9.583,0.001,0.001,8830.0,3305.0,1.0
α[16],6.888,0.083,6.736,7.037,0.001,0.001,7403.0,3147.0,1.0
α[17],6.783,0.048,6.697,6.874,0.001,0.0,8047.0,2928.0,1.0
α[18],5.609,0.039,5.535,5.682,0.0,0.0,7527.0,3100.0,1.0
α[19],8.031,0.051,7.933,8.126,0.001,0.0,7096.0,2507.0,1.0
α[20],8.405,0.03,8.351,8.462,0.0,0.0,7508.0,3052.0,1.0
α[21],9.009,0.068,8.868,9.123,0.001,0.001,7933.0,3108.0,1.0
α[22],9.746,0.053,9.643,9.841,0.001,0.0,7400.0,2224.0,1.0
α[23],9.191,0.081,9.042,9.345,0.001,0.001,7923.0,2944.0,1.0
α[24],6.261,0.041,6.188,6.343,0.001,0.0,6584.0,2726.0,1.0
α[25],7.831,0.024,7.786,7.875,0.0,0.0,9304.0,3179.0,1.0
α[26],11.197,0.033,11.134,11.259,0.0,0.0,8921.0,3024.0,1.0
α[27],11.222,0.028,11.168,11.271,0.0,0.0,9140.0,3074.0,1.0
α[28],7.012,0.035,6.944,7.077,0.0,0.0,8868.0,2654.0,1.01
α[29],6.703,0.056,6.597,6.806,0.001,0.0,7382.0,2841.0,1.0
α[30],10.998,0.117,10.785,11.226,0.001,0.001,7989.0,3025.0,1.0
α[31],9.146,0.061,9.029,9.262,0.001,0.0,9480.0,2854.0,1.0
α[32],11.249,0.02,11.208,11.285,0.0,0.0,8445.0,2812.0,1.0
α[33],8.53,0.102,8.348,8.725,0.001,0.001,9729.0,3248.0,1.0
α[34],9.093,0.033,9.031,9.157,0.0,0.0,7026.0,2553.0,1.0
α[35],9.317,0.045,9.231,9.403,0.001,0.0,7503.0,3014.0,1.0
α[36],11.459,0.032,11.4,11.521,0.0,0.0,8780.0,2574.0,1.0
α[37],8.837,0.032,8.775,8.896,0.0,0.0,8234.0,3039.0,1.0
α[38],5.139,0.075,5.0,5.276,0.001,0.001,7928.0,3116.0,1.0
α[39],8.835,0.015,8.805,8.862,0.0,0.0,7667.0,3191.0,1.0
α[40],8.814,0.09,8.646,8.985,0.001,0.001,8276.0,2905.0,1.0
α[41],5.527,0.052,5.429,5.625,0.001,0.0,7481.0,2937.0,1.0
α[42],6.186,0.055,6.081,6.287,0.001,0.0,8179.0,3122.0,1.0
α[43],5.976,0.057,5.865,6.08,0.001,0.0,7265.0,3007.0,1.0
α[44],7.656,0.027,7.606,7.708,0.0,0.0,7171.0,3002.0,1.0
α[45],7.691,0.037,7.618,7.757,0.0,0.0,6582.0,2627.0,1.0
α[46],5.473,0.03,5.417,5.53,0.0,0.0,8746.0,3133.0,1.0
α[47],10.191,0.096,10.01,10.372,0.001,0.001,8042.0,2562.0,1.0
α[48],8.046,0.061,7.928,8.16,0.001,0.0,8528.0,2981.0,1.0
α[49],8.079,0.072,7.943,8.215,0.001,0.001,8335.0,2990.0,1.0
α[50],9.744,0.034,9.677,9.805,0.0,0.0,7792.0,2755.0,1.0
α[51],7.062,0.047,6.975,7.151,0.0,0.0,9410.0,2826.0,1.0
α[52],8.301,0.019,8.266,8.338,0.0,0.0,8792.0,3071.0,1.0
α[53],10.271,0.08,10.129,10.426,0.001,0.001,8329.0,3039.0,1.0
α[54],8.843,0.063,8.727,8.967,0.001,0.0,8110.0,3058.0,1.0
α[55],10.643,0.1,10.426,10.809,0.001,0.001,7290.0,2921.0,1.0
α[56],9.176,0.07,9.048,9.313,0.001,0.001,8894.0,3161.0,1.0
α[57],8.694,0.049,8.603,8.785,0.001,0.0,8070.0,3055.0,1.0
α[58],9.402,0.033,9.341,9.463,0.0,0.0,8931.0,2808.0,1.0
α[59],9.793,0.083,9.635,9.944,0.001,0.001,7370.0,3389.0,1.0
α[60],8.9,0.046,8.813,8.987,0.001,0.0,7648.0,2999.0,1.0
α[61],11.327,0.097,11.143,11.504,0.001,0.001,8045.0,2772.0,1.0
α[62],10.452,0.092,10.283,10.628,0.001,0.001,9306.0,2683.0,1.0
α[63],8.085,0.044,8.004,8.171,0.0,0.0,8182.0,3349.0,1.0
α[64],9.602,0.073,9.471,9.74,0.001,0.001,7096.0,2789.0,1.0
α[65],6.005,0.057,5.896,6.111,0.001,0.0,9044.0,3020.0,1.0
α[66],6.142,0.06,6.025,6.25,0.001,0.0,8144.0,2232.0,1.0
α[67],9.698,0.11,9.492,9.895,0.001,0.001,7080.0,2878.0,1.0
α[68],11.699,0.025,11.652,11.747,0.0,0.0,8248.0,2737.0,1.0
α[69],9.521,0.034,9.459,9.586,0.0,0.0,6166.0,2675.0,1.0
α[70],9.519,0.038,9.45,9.591,0.0,0.0,7808.0,2747.0,1.0
α[71],7.047,0.049,6.961,7.145,0.001,0.0,7214.0,3317.0,1.0
α[72],10.702,0.047,10.609,10.785,0.001,0.0,8108.0,2924.0,1.0
α[73],13.575,0.045,13.488,13.656,0.0,0.0,8435.0,3138.0,1.0
α[74],9.08,0.061,8.966,9.195,0.001,0.001,7467.0,3240.0,1.0
α[75],11.349,0.035,11.283,11.415,0.0,0.0,7992.0,2678.0,1.0
α[76],5.19,0.043,5.108,5.27,0.0,0.0,8559.0,2682.0,1.0
β[0],0.015,0.0,0.015,0.015,0.0,0.0,6319.0,2468.0,1.0
β[1],0.01,0.0,0.009,0.01,0.0,0.0,8272.0,2979.0,1.0
β[2],0.009,0.0,0.009,0.01,0.0,0.0,7898.0,2566.0,1.0
β[3],0.017,0.0,0.017,0.018,0.0,0.0,8884.0,3120.0,1.0
β[4],0.012,0.0,0.011,0.012,0.0,0.0,7536.0,3130.0,1.0
β[5],0.004,0.0,0.004,0.005,0.0,0.0,7183.0,2899.0,1.0
β[6],0.012,0.0,0.012,0.012,0.0,0.0,7788.0,2781.0,1.0
β[7],0.01,0.0,0.01,0.011,0.0,0.0,8756.0,2212.0,1.0
β[8],0.01,0.0,0.01,0.01,0.0,0.0,7235.0,2914.0,1.0
β[9],0.014,0.0,0.014,0.014,0.0,0.0,10761.0,3251.0,1.0
β[10],0.013,0.0,0.013,0.014,0.0,0.0,7682.0,2827.0,1.0
β[11],0.017,0.0,0.016,0.017,0.0,0.0,7837.0,2909.0,1.0
β[12],0.01,0.0,0.01,0.01,0.0,0.0,8351.0,3200.0,1.0
β[13],0.01,0.0,0.009,0.011,0.0,0.0,8487.0,2420.0,1.0
β[14],0.001,0.0,0.001,0.001,0.0,0.0,7770.0,2760.0,1.0
β[15],0.016,0.0,0.015,0.017,0.0,0.0,8717.0,2940.0,1.0
β[16],0.016,0.0,0.016,0.017,0.0,0.0,8035.0,3286.0,1.0
β[17],0.016,0.0,0.016,0.017,0.0,0.0,7424.0,3235.0,1.0
β[18],0.014,0.0,0.013,0.014,0.0,0.0,8139.0,3180.0,1.0
β[19],0.017,0.0,0.017,0.017,0.0,0.0,7493.0,2798.0,1.0
β[20],0.011,0.0,0.011,0.011,0.0,0.0,7124.0,2781.0,1.0
β[21],0.01,0.0,0.01,0.011,0.0,0.0,7573.0,2526.0,1.0
β[22],0.009,0.0,0.008,0.009,0.0,0.0,7174.0,2209.0,1.0
β[23],0.009,0.0,0.009,0.01,0.0,0.0,8520.0,3110.0,1.0
β[24],0.013,0.0,0.013,0.014,0.0,0.0,6385.0,2836.0,1.0
β[25],0.009,0.0,0.009,0.009,0.0,0.0,10152.0,3001.0,1.0
β[26],0.011,0.0,0.011,0.012,0.0,0.0,8763.0,2812.0,1.0
β[27],0.01,0.0,0.01,0.01,0.0,0.0,9251.0,2777.0,1.0
β[28],0.015,0.0,0.015,0.015,0.0,0.0,8905.0,2608.0,1.0
β[29],0.018,0.0,0.018,0.019,0.0,0.0,6951.0,3058.0,1.0
β[30],0.017,0.0,0.016,0.018,0.0,0.0,7904.0,3242.0,1.0
β[31],0.015,0.0,0.014,0.015,0.0,0.0,9253.0,2620.0,1.0
β[32],0.009,0.0,0.009,0.009,0.0,0.0,9244.0,2574.0,1.0
β[33],0.016,0.0,0.015,0.016,0.0,0.0,10048.0,2981.0,1.0
β[34],0.009,0.0,0.008,0.009,0.0,0.0,7173.0,2911.0,1.0
β[35],0.012,0.0,0.012,0.013,0.0,0.0,7363.0,3090.0,1.0
β[36],0.01,0.0,0.009,0.01,0.0,0.0,7580.0,2746.0,1.0
β[37],0.012,0.0,0.012,0.012,0.0,0.0,7723.0,2920.0,1.0
β[38],0.023,0.0,0.022,0.023,0.0,0.0,7392.0,3021.0,1.0
β[39],0.007,0.0,0.007,0.007,0.0,0.0,7737.0,3073.0,1.0
β[40],0.011,0.0,0.01,0.011,0.0,0.0,8308.0,2986.0,1.0
β[41],0.016,0.0,0.015,0.016,0.0,0.0,8524.0,2994.0,1.0
β[42],0.019,0.0,0.019,0.02,0.0,0.0,8575.0,3093.0,1.0
β[43],0.017,0.0,0.017,0.018,0.0,0.0,8399.0,3194.0,1.0
β[44],0.009,0.0,0.009,0.009,0.0,0.0,6886.0,2514.0,1.0
β[45],0.013,0.0,0.013,0.013,0.0,0.0,6148.0,2676.0,1.0
β[46],0.013,0.0,0.013,0.013,0.0,0.0,8622.0,2714.0,1.0
β[47],0.013,0.0,0.012,0.014,0.0,0.0,8649.0,2713.0,1.0
β[48],0.012,0.0,0.012,0.013,0.0,0.0,7713.0,3109.0,1.0
β[49],0.015,0.0,0.014,0.016,0.0,0.0,7496.0,2971.0,1.0
β[50],0.012,0.0,0.012,0.012,0.0,0.0,7748.0,3083.0,1.0
β[51],0.013,0.0,0.013,0.014,0.0,0.0,8906.0,3209.0,1.0
β[52],0.008,0.0,0.008,0.008,0.0,0.0,7924.0,2944.0,1.0
β[53],0.01,0.0,0.009,0.01,0.0,0.0,7940.0,3010.0,1.0
β[54],0.012,0.0,0.011,0.012,0.0,0.0,8110.0,2990.0,1.0
β[55],0.011,0.0,0.01,0.012,0.0,0.0,7607.0,2752.0,1.0
β[56],0.013,0.0,0.012,0.014,0.0,0.0,7799.0,3318.0,1.0
β[57],0.017,0.0,0.016,0.017,0.0,0.0,7428.0,3078.0,1.0
β[58],0.011,0.0,0.011,0.012,0.0,0.0,8571.0,3147.0,1.0
β[59],0.007,0.0,0.007,0.008,0.0,0.0,7337.0,3455.0,1.0
β[60],0.014,0.0,0.013,0.014,0.0,0.0,7598.0,3060.0,1.0
β[61],0.012,0.0,0.011,0.012,0.0,0.0,7725.0,2691.0,1.0
β[62],0.008,0.0,0.007,0.009,0.0,0.0,8928.0,2660.0,1.0
β[63],0.014,0.0,0.014,0.014,0.0,0.0,8366.0,3214.0,1.0
β[64],0.005,0.0,0.004,0.005,0.0,0.0,7986.0,2679.0,1.0
β[65],0.019,0.0,0.018,0.019,0.0,0.0,10260.0,2476.0,1.0
β[66],0.017,0.0,0.016,0.017,0.0,0.0,7972.0,2670.0,1.0
β[67],0.014,0.0,0.013,0.015,0.0,0.0,8398.0,2993.0,1.0
β[68],0.009,0.0,0.009,0.009,0.0,0.0,8307.0,2780.0,1.0
β[69],0.011,0.0,0.011,0.011,0.0,0.0,6716.0,2999.0,1.0
β[70],0.01,0.0,0.01,0.011,0.0,0.0,8613.0,2742.0,1.0
β[71],0.008,0.0,0.008,0.009,0.0,0.0,7939.0,3471.0,1.0
β[72],0.012,0.0,0.011,0.012,0.0,0.0,8259.0,2948.0,1.0
β[73],0.01,0.0,0.01,0.011,0.0,0.0,8124.0,3023.0,1.0
β[74],0.011,0.0,0.011,0.012,0.0,0.0,7653.0,3113.0,1.0
β[75],0.011,0.0,0.01,0.011,0.0,0.0,7872.0,2755.0,1.0
β[76],0.016,0.0,0.016,0.017,0.0,0.0,8232.0,2872.0,1.0
α_σ,1.882,0.157,1.587,2.162,0.002,0.001,8327.0,3135.0,1.0
β_σ,0.004,0.0,0.003,0.004,0.0,0.0,9976.0,2812.0,1.0
σ[0],0.427,0.015,0.4,0.454,0.0,0.0,9838.0,2780.0,1.0
σ[1],0.629,0.021,0.588,0.668,0.0,0.0,10365.0,2932.0,1.0
σ[2],0.312,0.011,0.293,0.333,0.0,0.0,10496.0,2713.0,1.0
σ[3],1.015,0.034,0.954,1.08,0.0,0.0,9589.0,2588.0,1.0
σ[4],0.752,0.026,0.701,0.798,0.0,0.0,9580.0,2250.0,1.0
σ[5],0.349,0.012,0.327,0.373,0.0,0.0,10294.0,2626.0,1.0
σ[6],0.397,0.013,0.374,0.424,0.0,0.0,9970.0,3102.0,1.0
σ[7],0.732,0.025,0.681,0.777,0.0,0.0,9766.0,2473.0,1.01
σ[8],0.396,0.014,0.371,0.422,0.0,0.0,11438.0,2732.0,1.0
σ[9],0.528,0.018,0.494,0.561,0.0,0.0,11288.0,2548.0,1.0
σ[10],1.047,0.035,0.981,1.112,0.0,0.0,9910.0,3085.0,1.0
σ[11],0.492,0.017,0.462,0.525,0.0,0.0,10091.0,2554.0,1.0
σ[12],0.38,0.013,0.355,0.405,0.0,0.0,8280.0,2669.0,1.0
σ[13],0.869,0.03,0.816,0.927,0.0,0.0,10614.0,2468.0,1.0
σ[14],0.011,0.0,0.011,0.012,0.0,0.0,10733.0,2610.0,1.0
σ[15],1.039,0.035,0.976,1.103,0.0,0.0,9429.0,3068.0,1.0
σ[16],0.883,0.03,0.823,0.939,0.0,0.0,12238.0,2803.0,1.0
σ[17],0.5,0.017,0.469,0.531,0.0,0.0,8912.0,2841.0,1.0
σ[18],0.408,0.014,0.382,0.434,0.0,0.0,8579.0,2677.0,1.0
σ[19],0.529,0.018,0.493,0.561,0.0,0.0,9760.0,2676.0,1.0
σ[20],0.311,0.011,0.291,0.331,0.0,0.0,12534.0,2842.0,1.0
σ[21],0.698,0.025,0.65,0.743,0.0,0.0,9819.0,2546.0,1.0
σ[22],0.559,0.018,0.526,0.596,0.0,0.0,10730.0,3095.0,1.0
σ[23],0.839,0.029,0.785,0.893,0.0,0.0,9433.0,2724.0,1.0
σ[24],0.428,0.014,0.401,0.455,0.0,0.0,10264.0,2661.0,1.0
σ[25],0.248,0.009,0.232,0.264,0.0,0.0,9477.0,3002.0,1.0
σ[26],0.345,0.012,0.324,0.368,0.0,0.0,9575.0,2633.0,1.0
σ[27],0.295,0.01,0.276,0.313,0.0,0.0,11176.0,2816.0,1.0
σ[28],0.369,0.012,0.344,0.391,0.0,0.0,9805.0,2761.0,1.0
σ[29],0.577,0.021,0.539,0.616,0.0,0.0,9131.0,2664.0,1.0
σ[30],1.237,0.042,1.159,1.314,0.0,0.0,9747.0,2658.0,1.0
σ[31],0.632,0.022,0.591,0.672,0.0,0.0,8873.0,2591.0,1.0
σ[32],0.213,0.007,0.199,0.226,0.0,0.0,10816.0,2954.0,1.0
σ[33],1.059,0.036,0.987,1.124,0.0,0.0,9815.0,2364.0,1.0
σ[34],0.353,0.012,0.33,0.376,0.0,0.0,9691.0,2850.0,1.0
σ[35],0.476,0.016,0.445,0.505,0.0,0.0,7621.0,2579.0,1.0
σ[36],0.331,0.011,0.311,0.352,0.0,0.0,9514.0,2968.0,1.0
σ[37],0.335,0.012,0.314,0.357,0.0,0.0,9707.0,3141.0,1.0
σ[38],0.794,0.027,0.741,0.842,0.0,0.0,10947.0,2601.0,1.0
σ[39],0.157,0.005,0.147,0.167,0.0,0.0,10408.0,2408.0,1.0
σ[40],0.919,0.032,0.86,0.978,0.0,0.0,8133.0,2313.0,1.0
σ[41],0.528,0.019,0.493,0.564,0.0,0.0,9638.0,2628.0,1.0
σ[42],0.566,0.019,0.532,0.605,0.0,0.0,11997.0,3048.0,1.0
σ[43],0.603,0.02,0.567,0.643,0.0,0.0,10358.0,3003.0,1.0
σ[44],0.285,0.01,0.267,0.303,0.0,0.0,9171.0,2382.0,1.0
σ[45],0.398,0.013,0.373,0.424,0.0,0.0,10395.0,2722.0,1.0
σ[46],0.308,0.01,0.289,0.328,0.0,0.0,10664.0,2724.0,1.0
σ[47],0.99,0.035,0.929,1.061,0.0,0.0,11325.0,2868.0,1.0
σ[48],0.63,0.021,0.594,0.672,0.0,0.0,7990.0,2714.0,1.0
σ[49],0.749,0.025,0.701,0.795,0.0,0.0,10293.0,2862.0,1.0
σ[50],0.351,0.012,0.328,0.374,0.0,0.0,9097.0,2237.0,1.0
σ[51],0.492,0.017,0.459,0.522,0.0,0.0,9946.0,2965.0,1.0
σ[52],0.206,0.007,0.194,0.22,0.0,0.0,9688.0,3079.0,1.0
σ[53],0.838,0.029,0.787,0.894,0.0,0.0,10874.0,2528.0,1.0
σ[54],0.657,0.022,0.617,0.699,0.0,0.0,8681.0,2729.0,1.0
σ[55],1.014,0.035,0.949,1.08,0.0,0.0,7243.0,2070.0,1.0
σ[56],0.72,0.024,0.674,0.764,0.0,0.0,7911.0,2893.0,1.0
σ[57],0.506,0.017,0.474,0.537,0.0,0.0,8993.0,2460.0,1.0
σ[58],0.338,0.012,0.317,0.361,0.0,0.0,8306.0,2287.0,1.0
σ[59],0.872,0.029,0.818,0.925,0.0,0.0,10815.0,3178.0,1.0
σ[60],0.488,0.017,0.458,0.522,0.0,0.0,11189.0,2498.0,1.0
σ[61],0.975,0.035,0.908,1.038,0.0,0.0,9352.0,2858.0,1.0
σ[62],0.96,0.034,0.899,1.025,0.0,0.0,10381.0,2543.0,1.0
σ[63],0.471,0.015,0.443,0.499,0.0,0.0,8997.0,2951.0,1.0
σ[64],0.745,0.026,0.698,0.796,0.0,0.0,10886.0,2837.0,1.0
σ[65],0.605,0.02,0.563,0.64,0.0,0.0,10881.0,2547.0,1.0
σ[66],0.598,0.02,0.561,0.636,0.0,0.0,10036.0,2716.0,1.0
σ[67],1.121,0.038,1.048,1.189,0.0,0.0,10328.0,2427.0,1.0
σ[68],0.254,0.009,0.239,0.271,0.0,0.0,9914.0,2948.0,1.0
σ[69],0.35,0.012,0.327,0.372,0.0,0.0,8937.0,2911.0,1.0
σ[70],0.396,0.014,0.372,0.422,0.0,0.0,8746.0,2677.0,1.0
σ[71],0.515,0.017,0.481,0.545,0.0,0.0,9689.0,2288.0,1.0
σ[72],0.498,0.018,0.464,0.53,0.0,0.0,10978.0,2458.0,1.0
σ[73],0.452,0.015,0.423,0.481,0.0,0.0,10721.0,2109.0,1.0
σ[74],0.641,0.021,0.601,0.683,0.0,0.0,10609.0,2414.0,1.0
σ[75],0.369,0.013,0.345,0.392,0.0,0.0,9069.0,2486.0,1.0
σ[76],0.454,0.016,0.423,0.482,0.0,0.0,10605.0,2301.0,1.0
μ_Albania[0],6.304,0.042,6.223,6.378,0.0,0.0,7354.0,2737.0,1.0
μ_Albania[1],6.319,0.041,6.238,6.393,0.0,0.0,7349.0,2718.0,1.0
μ_Albania[2],6.334,0.041,6.254,6.408,0.0,0.0,7342.0,2717.0,1.0
μ_Albania[3],6.349,0.041,6.27,6.423,0.0,0.0,7336.0,2717.0,1.0
μ_Albania[4],6.364,0.041,6.285,6.438,0.0,0.0,7331.0,2717.0,1.0
μ_Albania[5],6.379,0.041,6.301,6.453,0.0,0.0,7326.0,2717.0,1.0
μ_Albania[6],6.394,0.041,6.317,6.468,0.0,0.0,7322.0,2717.0,1.0
μ_Albania[7],6.409,0.041,6.331,6.482,0.0,0.0,7320.0,2698.0,1.0
μ_Albania[8],6.425,0.04,6.347,6.497,0.0,0.0,7314.0,2698.0,1.0
μ_Albania[9],6.44,0.04,6.362,6.512,0.0,0.0,7309.0,2698.0,1.0
μ_Albania[10],6.455,0.04,6.378,6.527,0.0,0.0,7304.0,2698.0,1.0
μ_Albania[11],6.47,0.04,6.393,6.543,0.0,0.0,7299.0,2698.0,1.0
μ_Albania[12],6.485,0.04,6.409,6.558,0.0,0.0,7292.0,2698.0,1.0
μ_Albania[13],6.5,0.04,6.424,6.572,0.0,0.0,7287.0,2680.0,1.0
μ_Albania[14],6.515,0.04,6.439,6.587,0.0,0.0,7282.0,2680.0,1.0
μ_Albania[15],6.53,0.039,6.455,6.602,0.0,0.0,7277.0,2680.0,1.0
μ_Albania[16],6.546,0.039,6.471,6.618,0.0,0.0,7272.0,2679.0,1.0
μ_Albania[17],6.561,0.039,6.487,6.633,0.0,0.0,7263.0,2718.0,1.0
μ_Albania[18],6.576,0.039,6.502,6.648,0.0,0.0,7257.0,2718.0,1.0
μ_Albania[19],6.591,0.039,6.52,6.666,0.0,0.0,7251.0,2718.0,1.0
μ_Albania[20],6.606,0.039,6.535,6.681,0.0,0.0,7247.0,2718.0,1.0
μ_Albania[21],6.621,0.039,6.551,6.695,0.0,0.0,7244.0,2718.0,1.0
μ_Albania[22],6.636,0.038,6.566,6.71,0.0,0.0,7243.0,2738.0,1.0
μ_Albania[23],6.652,0.038,6.581,6.725,0.0,0.0,7235.0,2759.0,1.0
μ_Albania[24],6.667,0.038,6.596,6.74,0.0,0.0,7233.0,2719.0,1.0
μ_Albania[25],6.682,0.038,6.612,6.755,0.0,0.0,7224.0,2719.0,1.0
μ_Albania[26],6.697,0.038,6.628,6.77,0.0,0.0,7214.0,2739.0,1.0
μ_Albania[27],6.712,0.038,6.644,6.786,0.0,0.0,7209.0,2739.0,1.0
μ_Albania[28],6.727,0.038,6.659,6.8,0.0,0.0,7204.0,2739.0,1.0
μ_Albania[29],6.742,0.037,6.674,6.815,0.0,0.0,7200.0,2739.0,1.0
μ_Albania[30],6.757,0.037,6.69,6.83,0.0,0.0,7194.0,2739.0,1.0
μ_Albania[31],6.773,0.037,6.705,6.845,0.0,0.0,7187.0,2739.0,1.0
μ_Albania[32],6.788,0.037,6.72,6.86,0.0,0.0,7179.0,2719.0,1.0
μ_Albania[33],6.803,0.037,6.736,6.874,0.0,0.0,7172.0,2719.0,1.0
μ_Albania[34],6.818,0.037,6.751,6.889,0.0,0.0,7170.0,2778.0,1.0
μ_Albania[35],6.833,0.037,6.764,6.902,0.0,0.0,7165.0,2778.0,1.0
μ_Albania[36],6.848,0.037,6.779,6.917,0.0,0.0,7156.0,2779.0,1.0
μ_Albania[37],6.863,0.036,6.795,6.932,0.0,0.0,7149.0,2739.0,1.0
μ_Albania[38],6.878,0.036,6.808,6.944,0.0,0.0,7140.0,2739.0,1.0
μ_Albania[39],6.894,0.036,6.83,6.966,0.0,0.0,7135.0,2739.0,1.0
μ_Albania[40],6.909,0.036,6.846,6.981,0.0,0.0,7124.0,2739.0,1.0
μ_Albania[41],6.924,0.036,6.86,6.995,0.0,0.0,7111.0,2739.0,1.0
μ_Albania[42],6.939,0.036,6.876,7.01,0.0,0.0,7100.0,2719.0,1.0
μ_Albania[43],6.954,0.036,6.891,7.025,0.0,0.0,7092.0,2719.0,1.0
μ_Albania[44],6.969,0.035,6.906,7.039,0.0,0.0,7087.0,2738.0,1.0
μ_Albania[45],6.984,0.035,6.922,7.055,0.0,0.0,7078.0,2738.0,1.0
μ_Albania[46],6.999,0.035,6.938,7.069,0.0,0.0,7073.0,2737.0,1.0
μ_Albania[47],7.015,0.035,6.953,7.084,0.0,0.0,7067.0,2737.0,1.0
μ_Albania[48],7.03,0.035,6.968,7.099,0.0,0.0,7061.0,2737.0,1.0
μ_Albania[49],7.045,0.035,6.983,7.114,0.0,0.0,7054.0,2757.0,1.0
μ_Albania[50],7.06,0.035,6.999,7.128,0.0,0.0,7048.0,2757.0,1.0
μ_Albania[51],7.075,0.035,7.014,7.143,0.0,0.0,7039.0,2798.0,1.0
μ_Albania[52],7.09,0.034,7.029,7.158,0.0,0.0,7034.0,2798.0,1.0
μ_Albania[53],7.105,0.034,7.044,7.173,0.0,0.0,7023.0,2798.0,1.0
μ_Albania[54],7.12,0.034,7.06,7.188,0.0,0.0,7015.0,2798.0,1.0
μ_Albania[55],7.136,0.034,7.076,7.203,0.0,0.0,7009.0,2798.0,1.0
μ_Albania[56],7.151,0.034,7.091,7.218,0.0,0.0,6997.0,2798.0,1.0
μ_Albania[57],7.166,0.034,7.106,7.233,0.0,0.0,6988.0,2798.0,1.0
μ_Albania[58],7.181,0.034,7.121,7.247,0.0,0.0,6977.0,2777.0,1.0
μ_Albania[59],7.196,0.033,7.137,7.262,0.0,0.0,6967.0,2777.0,1.0
μ_Albania[60],7.211,0.033,7.151,7.276,0.0,0.0,6962.0,2777.0,1.0
μ_Albania[61],7.226,0.033,7.167,7.291,0.0,0.0,6952.0,2776.0,1.0
μ_Albania[62],7.241,0.033,7.182,7.306,0.0,0.0,6944.0,2818.0,1.0
μ_Albania[63],7.257,0.033,7.197,7.32,0.0,0.0,6936.0,2818.0,1.0
μ_Albania[64],7.272,0.033,7.212,7.335,0.0,0.0,6925.0,2818.0,1.0
μ_Albania[65],7.287,0.033,7.228,7.35,0.0,0.0,6917.0,2797.0,1.0
μ_Albania[66],7.302,0.033,7.242,7.364,0.0,0.0,6909.0,2818.0,1.0
μ_Albania[67],7.317,0.032,7.258,7.379,0.0,0.0,6898.0,2840.0,1.0
μ_Albania[68],7.332,0.032,7.274,7.394,0.0,0.0,6885.0,2839.0,1.0
μ_Albania[69],7.347,0.032,7.289,7.409,0.0,0.0,6876.0,2839.0,1.0
μ_Albania[70],7.363,0.032,7.304,7.423,0.0,0.0,6866.0,2839.0,1.0
μ_Albania[71],7.378,0.032,7.32,7.439,0.0,0.0,6857.0,2839.0,1.0
μ_Albania[72],7.393,0.032,7.335,7.454,0.0,0.0,6849.0,2860.0,1.0
μ_Albania[73],7.408,0.032,7.351,7.469,0.0,0.0,6833.0,2860.0,1.0
μ_Albania[74],7.423,0.032,7.366,7.484,0.0,0.0,6823.0,2860.0,1.0
μ_Albania[75],7.438,0.031,7.382,7.499,0.0,0.0,6811.0,2860.0,1.0
μ_Albania[76],7.453,0.031,7.397,7.514,0.0,0.0,6802.0,2882.0,1.0
μ_Albania[77],7.468,0.031,7.413,7.529,0.0,0.0,6790.0,2882.0,1.0
μ_Albania[78],7.484,0.031,7.428,7.544,0.0,0.0,6779.0,2881.0,1.0
μ_Albania[79],7.499,0.031,7.444,7.559,0.0,0.0,6766.0,2859.0,1.0
μ_Albania[80],7.514,0.031,7.459,7.574,0.0,0.0,6755.0,2859.0,1.0
μ_Albania[81],7.529,0.031,7.474,7.589,0.0,0.0,6743.0,2838.0,1.0
μ_Albania[82],7.544,0.031,7.49,7.603,0.0,0.0,6734.0,2828.0,1.0
μ_Albania[83],7.559,0.03,7.505,7.618,0.0,0.0,6720.0,2859.0,1.0
μ_Albania[84],7.574,0.03,7.521,7.633,0.0,0.0,6710.0,2859.0,1.0
