,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
μ_Chile[58],11.087,0.066,10.955,11.206,0.001,0.001,8496.0,2914.0,1.0
μ_Chile[59],11.097,0.066,10.966,11.216,0.001,0.001,8468.0,2935.0,1.0
μ_Chile[60],11.107,0.066,10.976,11.226,0.001,0.001,8441.0,2935.0,1.0
μ_Chile[61],11.116,0.066,10.99,11.239,0.001,0.001,8415.0,2935.0,1.0
μ_Chile[62],11.126,0.065,11.001,11.248,0.001,0.001,8385.0,2935.0,1.0
μ_Chile[63],11.136,0.065,11.011,11.258,0.001,0.001,8365.0,2913.0,1.0
μ_Chile[64],11.146,0.065,11.018,11.264,0.001,0.001,8340.0,2934.0,1.0
μ_Chile[65],11.156,0.065,11.032,11.276,0.001,0.001,8313.0,2934.0,1.0
μ_Chile[66],11.166,0.064,11.039,11.283,0.001,0.0,8284.0,2934.0,1.0
μ_Chile[67],11.176,0.064,11.05,11.292,0.001,0.0,8254.0,2959.0,1.0
μ_Chile[68],11.186,0.064,11.06,11.302,0.001,0.0,8222.0,2959.0,1.0
μ_Chile[69],11.196,0.064,11.074,11.315,0.001,0.0,8196.0,3030.0,1.0
μ_Chile[70],11.206,0.063,11.085,11.324,0.001,0.0,8169.0,3079.0,1.0
μ_Chile[71],11.216,0.063,11.095,11.333,0.001,0.0,8138.0,3005.0,1.0
μ_Chile[72],11.226,0.063,11.105,11.343,0.001,0.0,8110.0,3017.0,1.0
μ_Chile[73],11.236,0.063,11.114,11.351,0.001,0.0,8079.0,3017.0,1.0
μ_Chile[74],11.245,0.062,11.124,11.36,0.001,0.0,8047.0,3066.0,1.0
μ_Chile[75],11.255,0.062,11.137,11.372,0.001,0.0,8019.0,3066.0,1.0
μ_Chile[76],11.265,0.062,11.147,11.381,0.001,0.0,7987.0,3066.0,1.0
μ_Chile[77],11.275,0.062,11.158,11.391,0.001,0.0,7954.0,3043.0,1.0
μ_Chile[78],11.285,0.061,11.165,11.397,0.001,0.0,7923.0,3043.0,1.0
μ_Chile[79],11.295,0.061,11.172,11.404,0.001,0.0,7893.0,3055.0,1.0
μ_Chile[80],11.305,0.061,11.185,11.416,0.001,0.0,7860.0,3055.0,1.0
μ_Chile[81],11.315,0.061,11.195,11.425,0.001,0.0,7833.0,3055.0,1.0
μ_Chile[82],11.325,0.06,11.204,11.433,0.001,0.0,7798.0,3055.0,1.0
μ_Chile[83],11.335,0.06,11.214,11.443,0.001,0.0,7762.0,3104.0,1.0
μ_Chile[84],11.345,0.06,11.232,11.459,0.001,0.0,7732.0,3130.0,1.0
μ_Chile[85],11.355,0.06,11.242,11.468,0.001,0.0,7700.0,3130.0,1.0
μ_Chile[86],11.365,0.059,11.244,11.469,0.001,0.0,7673.0,3130.0,1.0
μ_Chile[87],11.374,0.059,11.261,11.485,0.001,0.0,7637.0,3127.0,1.0
μ_Chile[88],11.384,0.059,11.271,11.494,0.001,0.0,7606.0,3141.0,1.0
μ_Chile[89],11.394,0.059,11.285,11.508,0.001,0.0,7569.0,3115.0,1.0
μ_Chile[90],11.404,0.058,11.295,11.516,0.001,0.0,7542.0,3115.0,1.0
μ_Chile[91],11.414,0.058,11.306,11.526,0.001,0.0,7511.0,3115.0,1.0
μ_Chile[92],11.424,0.058,11.316,11.535,0.001,0.0,7469.0,3115.0,1.0
μ_Chile[93],11.434,0.058,11.326,11.544,0.001,0.0,7431.0,3090.0,1.0
μ_Chile[94],11.444,0.058,11.336,11.553,0.001,0.0,7397.0,3116.0,1.0
μ_Chile[95],11.454,0.057,11.346,11.563,0.001,0.0,7364.0,3141.0,1.0
μ_Chile[96],11.464,0.057,11.357,11.573,0.001,0.0,7324.0,3115.0,1.0
μ_Chile[97],11.474,0.057,11.368,11.583,0.001,0.0,7289.0,3115.0,1.0
μ_Chile[98],11.484,0.057,11.375,11.589,0.001,0.0,7252.0,3115.0,1.0
μ_Chile[99],11.493,0.056,11.385,11.599,0.001,0.0,7222.0,3115.0,1.0
μ_Chile[100],11.503,0.056,11.396,11.608,0.001,0.0,7192.0,3115.0,1.0
μ_Chile[101],11.513,0.056,11.406,11.618,0.001,0.0,7162.0,3137.0,1.0
μ_Chile[102],11.523,0.056,11.416,11.628,0.001,0.0,7133.0,3111.0,1.0
μ_Chile[103],11.533,0.056,11.427,11.637,0.001,0.0,7098.0,3111.0,1.0
μ_Chile[104],11.543,0.055,11.437,11.646,0.001,0.0,7060.0,3111.0,1.0
μ_Chile[105],11.553,0.055,11.447,11.656,0.001,0.0,7024.0,3111.0,1.0
μ_Chile[106],11.563,0.055,11.458,11.666,0.001,0.0,6989.0,3111.0,1.0
μ_Chile[107],11.573,0.055,11.467,11.674,0.001,0.0,6955.0,3111.0,1.0
μ_Chile[108],11.583,0.054,11.477,11.684,0.001,0.0,6925.0,3136.0,1.0
μ_Chile[109],11.593,0.054,11.487,11.694,0.001,0.0,6890.0,3136.0,1.0
μ_Chile[110],11.603,0.054,11.506,11.712,0.001,0.0,6864.0,3165.0,1.0
μ_Chile[111],11.613,0.054,11.514,11.719,0.001,0.0,6831.0,3164.0,1.0
μ_Chile[112],11.622,0.054,11.525,11.728,0.001,0.0,6802.0,3164.0,1.0
μ_Chile[113],11.632,0.053,11.535,11.738,0.001,0.0,6769.0,3219.0,1.0
μ_Chile[114],11.642,0.053,11.546,11.748,0.001,0.0,6734.0,3219.0,1.0
μ_Chile[115],11.652,0.053,11.555,11.757,0.001,0.0,6701.0,3245.0,1.0
μ_Chile[116],11.662,0.053,11.566,11.766,0.001,0.0,6667.0,3245.0,1.0
μ_Chile[117],11.672,0.053,11.577,11.776,0.001,0.0,6632.0,3245.0,1.0
μ_Chile[118],11.682,0.052,11.586,11.785,0.001,0.0,6598.0,3217.0,1.0
μ_Chile[119],11.692,0.052,11.597,11.795,0.001,0.0,6566.0,3217.0,1.0
μ_Chile[120],11.702,0.052,11.607,11.804,0.001,0.0,6530.0,3274.0,1.0
μ_Chile[121],11.712,0.052,11.616,11.813,0.001,0.0,6489.0,3246.0,1.0
μ_Chile[122],11.722,0.052,11.632,11.828,0.001,0.0,6454.0,3294.0,1.0
μ_Chile[123],11.732,0.051,11.643,11.838,0.001,0.0,6420.0,3294.0,1.0
μ_Chile[124],11.742,0.051,11.653,11.847,0.001,0.0,6381.0,3294.0,1.0
μ_Chile[125],11.751,0.051,11.663,11.856,0.001,0.0,6342.0,3323.0,1.0
μ_Chile[126],11.761,0.051,11.668,11.861,0.001,0.0,6309.0,3353.0,1.0
μ_Chile[127],11.771,0.051,11.678,11.87,0.001,0.0,6276.0,3323.0,1.0
μ_Chile[128],11.781,0.05,11.688,11.879,0.001,0.0,6251.0,3294.0,1.0
μ_Chile[129],11.791,0.05,11.699,11.889,0.001,0.0,6218.0,3323.0,1.0
μ_Chile[130],11.801,0.05,11.708,11.898,0.001,0.0,6197.0,3323.0,1.0
μ_Chile[131],11.811,0.05,11.725,11.913,0.001,0.0,6164.0,3353.0,1.0
μ_Chile[132],11.821,0.05,11.735,11.923,0.001,0.0,6135.0,3325.0,1.0
μ_Chile[133],11.831,0.049,11.737,11.924,0.001,0.0,6097.0,3325.0,1.0
μ_Chile[134],11.841,0.049,11.747,11.934,0.001,0.0,6066.0,3355.0,1.0
μ_Chile[135],11.851,0.049,11.764,11.95,0.001,0.0,6033.0,3355.0,1.0
μ_Chile[136],11.861,0.049,11.774,11.959,0.001,0.0,5997.0,3372.0,1.0
μ_Chile[137],11.871,0.049,11.784,11.968,0.001,0.0,5963.0,3357.0,1.0
μ_Chile[138],11.88,0.049,11.792,11.975,0.001,0.0,5930.0,3357.0,1.0
μ_Chile[139],11.89,0.048,11.802,11.985,0.001,0.0,5898.0,3357.0,1.0
μ_Chile[140],11.9,0.048,11.812,11.994,0.001,0.0,5864.0,3386.0,1.0
μ_Chile[141],11.91,0.048,11.826,12.007,0.001,0.0,5835.0,3357.0,1.0
μ_Chile[142],11.92,0.048,11.834,12.014,0.001,0.0,5798.0,3357.0,1.0
μ_Chile[143],11.93,0.048,11.844,12.023,0.001,0.0,5767.0,3357.0,1.0
μ_Chile[144],11.94,0.048,11.854,12.033,0.001,0.0,5733.0,3357.0,1.0
μ_Chile[145],11.95,0.047,11.866,12.043,0.001,0.0,5638.0,3372.0,1.0
μ_Chile[146],11.96,0.047,11.876,12.052,0.001,0.0,5659.0,3342.0,1.0
μ_Chile[147],11.97,0.047,11.886,12.062,0.001,0.0,5629.0,3355.0,1.0
μ_Chile[148],11.98,0.047,11.895,12.071,0.001,0.0,5596.0,3355.0,1.0
μ_Chile[149],11.99,0.047,11.906,12.081,0.001,0.0,5563.0,3325.0,1.0
μ_Chile[150],12.0,0.047,11.916,12.09,0.001,0.0,5487.0,3354.0,1.0
μ_Chile[151],12.009,0.046,11.926,12.1,0.001,0.0,5498.0,3354.0,1.0
μ_Chile[152],12.019,0.046,11.934,12.107,0.001,0.0,5429.0,3354.0,1.0
μ_Chile[153],12.029,0.046,11.944,12.117,0.001,0.0,5431.0,3322.0,1.0
μ_Chile[154],12.039,0.046,11.954,12.125,0.001,0.0,5392.0,3322.0,1.0
μ_Chile[155],12.049,0.046,11.964,12.135,0.001,0.0,5359.0,3293.0,1.0
μ_Chile[156],12.059,0.046,11.974,12.145,0.001,0.0,5327.0,3293.0,1.0
μ_Chile[157],12.069,0.046,11.988,12.159,0.001,0.0,5273.0,3236.0,1.0
μ_Chile[158],12.079,0.046,11.995,12.164,0.001,0.0,5263.0,3209.0,1.0
μ_Chile[159],12.089,0.045,12.005,12.174,0.001,0.0,5231.0,3209.0,1.0
μ_Chile[160],12.099,0.045,12.015,12.184,0.001,0.0,5201.0,3183.0,1.0
μ_Chile[161],12.109,0.045,12.026,12.194,0.001,0.0,5157.0,3210.0,1.0
μ_Chile[162],12.119,0.045,12.037,12.204,0.001,0.0,5143.0,3183.0,1.0
μ_Chile[163],12.129,0.045,12.048,12.214,0.001,0.0,5112.0,3183.0,1.0
μ_Chile[164],12.138,0.045,12.057,12.223,0.001,0.0,5076.0,3105.0,1.0
μ_Chile[165],12.148,0.045,12.068,12.233,0.001,0.0,5048.0,3105.0,1.0
μ_Chile[166],12.158,0.045,12.078,12.243,0.001,0.0,5021.0,3105.0,1.0
μ_Chile[167],12.168,0.044,12.089,12.254,0.001,0.0,4996.0,3006.0,1.0
μ_Chile[168],12.178,0.044,12.099,12.264,0.001,0.0,4973.0,3006.0,1.0
μ_Chile[169],12.188,0.044,12.109,12.273,0.001,0.0,4942.0,3055.0,1.0
μ_Chile[170],12.198,0.044,12.12,12.284,0.001,0.0,4913.0,3055.0,1.0
μ_Chile[171],12.208,0.044,12.131,12.294,0.001,0.0,4886.0,3055.0,1.0
μ_Chile[172],12.218,0.044,12.141,12.304,0.001,0.0,4858.0,3056.0,1.0
μ_Chile[173],12.228,0.044,12.15,12.313,0.001,0.0,4832.0,3055.0,1.0
μ_Chile[174],12.238,0.044,12.161,12.323,0.001,0.0,4801.0,3057.0,1.0
μ_Chile[175],12.248,0.044,12.169,12.331,0.001,0.0,4778.0,3054.0,1.0
μ_Chile[176],12.258,0.043,12.179,12.341,0.001,0.0,4752.0,3057.0,1.0
μ_Chile[177],12.267,0.043,12.189,12.351,0.001,0.0,4726.0,3058.0,1.0
μ_Chile[178],12.277,0.043,12.199,12.36,0.001,0.0,4702.0,3009.0,1.0
μ_Chile[179],12.287,0.043,12.209,12.37,0.001,0.0,4677.0,3009.0,1.0
μ_Chile[180],12.297,0.043,12.218,12.379,0.001,0.0,4651.0,3010.0,1.0
μ_Chile[181],12.307,0.043,12.228,12.388,0.001,0.0,4627.0,2963.0,1.0
μ_Chile[182],12.317,0.043,12.237,12.397,0.001,0.0,4605.0,2833.0,1.0
μ_Chile[183],12.327,0.043,12.247,12.407,0.001,0.0,4583.0,2834.0,1.0
μ_Chile[184],12.337,0.043,12.257,12.417,0.001,0.0,4555.0,2919.0,1.0
μ_Chile[185],12.347,0.043,12.267,12.426,0.001,0.0,4532.0,2897.0,1.0
μ_Chile[186],12.357,0.043,12.277,12.436,0.001,0.0,4512.0,2942.0,1.0
μ_Chile[187],12.367,0.043,12.289,12.447,0.001,0.0,4490.0,2875.0,1.0
μ_Chile[188],12.377,0.043,12.298,12.457,0.001,0.0,4468.0,2854.0,1.0
μ_Chile[189],12.387,0.042,12.308,12.466,0.001,0.0,4453.0,2833.0,1.0
μ_Chile[190],12.396,0.042,12.318,12.476,0.001,0.0,4433.0,2822.0,1.0
μ_Chile[191],12.406,0.042,12.326,12.484,0.001,0.0,4412.0,2855.0,1.0
μ_Chile[192],12.416,0.042,12.337,12.494,0.001,0.0,4400.0,2876.0,1.0
μ_Chile[193],12.426,0.042,12.346,12.504,0.001,0.0,4381.0,2877.0,1.0
μ_Chile[194],12.436,0.042,12.356,12.513,0.001,0.0,4364.0,2877.0,1.0
μ_Chile[195],12.446,0.042,12.366,12.523,0.001,0.0,4346.0,2900.0,1.0
μ_Chile[196],12.456,0.042,12.376,12.533,0.001,0.0,4327.0,2901.0,1.0
μ_Chile[197],12.466,0.042,12.385,12.543,0.001,0.0,4311.0,2902.0,1.0
μ_Chile[198],12.476,0.042,12.396,12.553,0.001,0.0,4297.0,2901.0,1.0
μ_Chile[199],12.486,0.042,12.406,12.563,0.001,0.0,4283.0,2901.0,1.0
μ_Chile[200],12.496,0.042,12.415,12.572,0.001,0.0,4267.0,2901.0,1.0
μ_Chile[201],12.506,0.042,12.425,12.582,0.001,0.0,4251.0,2857.0,1.0
μ_Chile[202],12.515,0.042,12.434,12.592,0.001,0.0,4235.0,2806.0,1.0
μ_Chile[203],12.525,0.042,12.444,12.601,0.001,0.0,4220.0,2806.0,1.0
μ_Chile[204],12.535,0.042,12.453,12.611,0.001,0.0,4206.0,2806.0,1.0
μ_Chile[205],12.545,0.042,12.463,12.62,0.001,0.0,4190.0,2764.0,1.0
μ_Chile[206],12.555,0.042,12.473,12.631,0.001,0.0,4180.0,2744.0,1.0
μ_Chile[207],12.565,0.042,12.482,12.64,0.001,0.0,4163.0,2630.0,1.0
μ_Chile[208],12.575,0.042,12.496,12.653,0.001,0.0,4147.0,2638.0,1.0
μ_Chile[209],12.585,0.042,12.506,12.663,0.001,0.0,4134.0,2537.0,1.0
μ_Chile[210],12.595,0.042,12.515,12.673,0.001,0.0,4125.0,2591.0,1.0
μ_Chile[211],12.605,0.042,12.521,12.678,0.001,0.0,4113.0,2593.0,1.0
μ_Chile[212],12.615,0.042,12.531,12.688,0.001,0.0,4104.0,2736.0,1.0
μ_Chile[213],12.625,0.042,12.542,12.699,0.001,0.0,4091.0,2697.0,1.0
μ_Chile[214],12.635,0.042,12.552,12.709,0.001,0.0,4082.0,2717.0,1.0
μ_Chile[215],12.644,0.042,12.562,12.719,0.001,0.0,4067.0,2678.0,1.0
μ_Chile[216],12.654,0.042,12.572,12.729,0.001,0.0,4055.0,2678.0,1.0
μ_Chile[217],12.664,0.042,12.582,12.739,0.001,0.0,4044.0,2687.0,1.0
μ_Chile[218],12.674,0.042,12.591,12.749,0.001,0.0,4035.0,2648.0,1.0
μ_Chile[219],12.684,0.042,12.601,12.759,0.001,0.0,4027.0,2648.0,1.0
μ_Chile[220],12.694,0.042,12.613,12.771,0.001,0.0,4018.0,2583.0,1.0
μ_Chile[221],12.704,0.042,12.623,12.781,0.001,0.0,4011.0,2594.0,1.0
μ_Chile[222],12.714,0.042,12.632,12.79,0.001,0.0,4004.0,2541.0,1.0
μ_Chile[223],12.724,0.042,12.642,12.8,0.001,0.0,3994.0,2541.0,1.0
μ_Chile[224],12.734,0.042,12.652,12.81,0.001,0.0,3986.0,2491.0,1.0
μ_Chile[225],12.744,0.042,12.664,12.822,0.001,0.0,3978.0,2491.0,1.0
μ_Chile[226],12.754,0.042,12.674,12.832,0.001,0.0,3972.0,2491.0,1.0
μ_Chile[227],12.764,0.042,12.681,12.84,0.001,0.0,3964.0,2458.0,1.0
μ_Chile[228],12.773,0.042,12.691,12.85,0.001,0.0,3960.0,2500.0,1.0
μ_Chile[229],12.783,0.042,12.701,12.86,0.001,0.0,3956.0,2500.0,1.0
μ_Chile[230],12.793,0.042,12.711,12.87,0.001,0.0,3955.0,2509.0,1.0
μ_Chile[231],12.803,0.042,12.72,12.88,0.001,0.0,3950.0,2509.0,1.0
μ_Chile[232],12.813,0.042,12.73,12.89,0.001,0.0,3948.0,2533.0,1.0
μ_Chile[233],12.823,0.042,12.739,12.899,0.001,0.0,3946.0,2543.0,1.0
μ_Chile[234],12.833,0.043,12.749,12.909,0.001,0.0,3943.0,2494.0,1.0
μ_Chile[235],12.843,0.043,12.76,12.921,0.001,0.0,3940.0,2489.0,1.0
μ_Chile[236],12.853,0.043,12.772,12.932,0.001,0.0,3936.0,2461.0,1.0
μ_Chile[237],12.863,0.043,12.782,12.942,0.001,0.0,3933.0,2461.0,1.0
μ_Chile[238],12.873,0.043,12.791,12.952,0.001,0.0,3930.0,2413.0,1.0
μ_Chile[239],12.883,0.043,12.801,12.962,0.001,0.0,3927.0,2445.0,1.0
μ_Chile[240],12.893,0.043,12.81,12.972,0.001,0.0,3924.0,2430.0,1.0
μ_Chile[241],12.902,0.043,12.819,12.982,0.001,0.0,3925.0,2428.0,1.0
μ_Chile[242],12.912,0.043,12.83,12.993,0.001,0.0,3925.0,2397.0,1.0
μ_Chile[243],12.922,0.043,12.836,13.0,0.001,0.0,3926.0,2397.0,1.0
μ_Chile[244],12.932,0.043,12.846,13.009,0.001,0.0,3926.0,2309.0,1.0
μ_Chile[245],12.942,0.043,12.857,13.021,0.001,0.0,3928.0,2309.0,1.0
μ_Chile[246],12.952,0.043,12.867,13.031,0.001,0.0,3931.0,2366.0,1.0
μ_Chile[247],12.962,0.044,12.877,13.042,0.001,0.0,3934.0,2351.0,1.0
μ_Chile[248],12.972,0.044,12.887,13.052,0.001,0.0,3936.0,2353.0,1.0
μ_Chile[249],12.982,0.044,12.897,13.062,0.001,0.0,3940.0,2352.0,1.0
μ_Chile[250],12.992,0.044,12.905,13.071,0.001,0.0,3941.0,2337.0,1.0
μ_Chile[251],13.002,0.044,12.914,13.08,0.001,0.0,3944.0,2299.0,1.0
μ_Chile[252],13.012,0.044,12.925,13.092,0.001,0.0,3944.0,2285.0,1.0
μ_Chile[253],13.022,0.044,12.934,13.101,0.001,0.0,3947.0,2258.0,1.0
μ_Chile[254],13.031,0.044,12.945,13.113,0.001,0.0,3946.0,2303.0,1.0
μ_Chile[255],13.041,0.044,12.953,13.122,0.001,0.001,3952.0,2346.0,1.0
μ_Chile[256],13.051,0.044,12.963,13.132,0.001,0.001,3947.0,2361.0,1.0
μ_Chile[257],13.061,0.045,12.974,13.144,0.001,0.001,3950.0,2406.0,1.0
μ_Chile[258],13.071,0.045,12.982,13.152,0.001,0.001,3959.0,2348.0,1.0
μ_Chile[259],13.081,0.045,12.992,13.163,0.001,0.001,3958.0,2319.0,1.0
μ_Chile[260],13.091,0.045,13.002,13.173,0.001,0.001,3961.0,2319.0,1.0
μ_Chile[261],13.101,0.045,13.011,13.183,0.001,0.001,3967.0,2319.0,1.0
μ_Chile[262],13.111,0.045,13.021,13.193,0.001,0.001,3973.0,2319.0,1.0
μ_Chile[263],13.121,0.045,13.03,13.203,0.001,0.001,3980.0,2340.0,1.0
μ_Chile[264],13.131,0.045,13.04,13.213,0.001,0.001,3984.0,2348.0,1.0
μ_Chile[265],13.141,0.046,13.049,13.223,0.001,0.001,3985.0,2348.0,1.0
μ_Chile[266],13.151,0.046,13.057,13.233,0.001,0.001,3990.0,2378.0,1.0
μ_Chile[267],13.16,0.046,13.068,13.243,0.001,0.001,3990.0,2423.0,1.0
μ_Chile[268],13.17,0.046,13.077,13.253,0.001,0.001,3989.0,2423.0,1.0
μ_Chile[269],13.18,0.046,13.089,13.265,0.001,0.001,3994.0,2407.0,1.0
μ_Chile[270],13.19,0.046,13.098,13.275,0.001,0.001,4001.0,2462.0,1.0
μ_Chile[271],13.2,0.046,13.106,13.285,0.001,0.001,4005.0,2461.0,1.0
μ_Chile[272],13.21,0.047,13.116,13.294,0.001,0.001,4005.0,2462.0,1.0
μ_Chile[273],13.22,0.047,13.127,13.306,0.001,0.001,4009.0,2446.0,1.0
μ_Chile[274],13.23,0.047,13.136,13.316,0.001,0.001,4020.0,2478.0,1.0
μ_Chile[275],13.24,0.047,13.146,13.326,0.001,0.001,4024.0,2478.0,1.0
μ_Chile[276],13.25,0.047,13.155,13.336,0.001,0.001,4028.0,2470.0,1.0
μ_Chile[277],13.26,0.047,13.164,13.346,0.001,0.001,4032.0,2487.0,1.0
μ_Chile[278],13.27,0.047,13.173,13.356,0.001,0.001,4041.0,2521.0,1.0
μ_Chile[279],13.28,0.048,13.183,13.366,0.001,0.001,4048.0,2519.0,1.0
μ_Chile[280],13.289,0.048,13.192,13.376,0.001,0.001,4057.0,2536.0,1.0
μ_Chile[281],13.299,0.048,13.21,13.394,0.001,0.001,4065.0,2536.0,1.0
μ_Chile[282],13.309,0.048,13.211,13.397,0.001,0.001,4069.0,2536.0,1.0
μ_Chile[283],13.319,0.048,13.23,13.416,0.001,0.001,4077.0,2518.0,1.0
μ_Chile[284],13.329,0.048,13.239,13.426,0.001,0.001,4079.0,2535.0,1.0
μ_Chile[285],13.339,0.049,13.249,13.436,0.001,0.001,4083.0,2554.0,1.0
μ_Chile[286],13.349,0.049,13.259,13.447,0.001,0.001,4090.0,2520.0,1.0
μ_Chile[287],13.359,0.049,13.269,13.457,0.001,0.001,4095.0,2502.0,1.0
μ_Chile[288],13.369,0.049,13.278,13.468,0.001,0.001,4101.0,2502.0,1.0
μ_Chile[289],13.379,0.049,13.288,13.478,0.001,0.001,4108.0,2526.0,1.0
μ_Chile[290],13.389,0.05,13.298,13.489,0.001,0.001,4116.0,2579.0,1.0
μ_Chile[291],13.399,0.05,13.305,13.496,0.001,0.001,4124.0,2588.0,1.0
μ_Chile[292],13.409,0.05,13.314,13.506,0.001,0.001,4132.0,2588.0,1.0
μ_Chile[293],13.418,0.05,13.325,13.518,0.001,0.001,4141.0,2588.0,1.0
μ_Chile[294],13.428,0.05,13.334,13.528,0.001,0.001,4148.0,2519.0,1.0
μ_Chile[295],13.438,0.05,13.344,13.539,0.001,0.001,4157.0,2616.0,1.0
μ_Chile[296],13.448,0.051,13.353,13.549,0.001,0.001,4160.0,2616.0,1.0
μ_Chile[297],13.458,0.051,13.363,13.559,0.001,0.001,4167.0,2673.0,1.0
μ_Chile[298],13.468,0.051,13.372,13.57,0.001,0.001,4178.0,2673.0,1.0
μ_Chile[299],13.478,0.051,13.379,13.577,0.001,0.001,4189.0,2673.0,1.0
μ_Chile[300],13.488,0.051,13.388,13.587,0.001,0.001,4195.0,2673.0,1.0
μ_Chile[301],13.498,0.052,13.397,13.596,0.001,0.001,4207.0,2672.0,1.0
μ_Chile[302],13.508,0.052,13.406,13.607,0.001,0.001,4216.0,2672.0,1.0
μ_Chile[303],13.518,0.052,13.416,13.617,0.001,0.001,4223.0,2672.0,1.0
μ_Chile[304],13.528,0.052,13.426,13.628,0.001,0.001,4233.0,2672.0,1.0
μ_Chile[305],13.537,0.052,13.427,13.63,0.001,0.001,4236.0,2749.0,1.0
μ_Chile[306],13.547,0.053,13.446,13.649,0.001,0.001,4243.0,2769.0,1.0
μ_Chile[307],13.557,0.053,13.455,13.66,0.001,0.001,4248.0,2783.0,1.0
μ_Chile[308],13.567,0.053,13.458,13.664,0.001,0.001,4258.0,2805.0,1.0
μ_Chile[309],13.577,0.053,13.465,13.67,0.001,0.001,4273.0,2805.0,1.0
μ_Chile[310],13.587,0.053,13.474,13.681,0.001,0.001,4279.0,2805.0,1.0
μ_Chile[311],13.597,0.054,13.484,13.691,0.001,0.001,4290.0,2813.0,1.0
μ_Chile[312],13.607,0.054,13.494,13.701,0.001,0.001,4298.0,2813.0,1.0
μ_Chile[313],13.617,0.054,13.503,13.712,0.001,0.001,4310.0,2834.0,1.0
μ_Chile[314],13.627,0.054,13.513,13.723,0.001,0.001,4317.0,2855.0,1.0
μ_Chile[315],13.637,0.055,13.523,13.733,0.001,0.001,4325.0,2855.0,1.0
μ_Chile[316],13.647,0.055,13.533,13.744,0.001,0.001,4329.0,2834.0,1.0
μ_Chile[317],13.657,0.055,13.543,13.755,0.001,0.001,4340.0,2834.0,1.0
μ_Chile[318],13.666,0.055,13.551,13.763,0.001,0.001,4347.0,2855.0,1.0
μ_Chile[319],13.676,0.055,13.564,13.777,0.001,0.001,4360.0,2855.0,1.0
μ_Chile[320],13.686,0.056,13.573,13.787,0.001,0.001,4367.0,2877.0,1.0
μ_Chile[321],13.696,0.056,13.583,13.798,0.001,0.001,4374.0,2877.0,1.0
μ_Chile[322],13.706,0.056,13.593,13.808,0.001,0.001,4383.0,2855.0,1.0
μ_Chile[323],13.716,0.056,13.602,13.818,0.001,0.001,4394.0,2855.0,1.0
μ_Chile[324],13.726,0.057,13.611,13.828,0.001,0.001,4397.0,2877.0,1.0
μ_Chile[325],13.736,0.057,13.621,13.839,0.001,0.001,4404.0,2877.0,1.0
μ_Chile[326],13.746,0.057,13.63,13.848,0.001,0.001,4413.0,2877.0,1.0
μ_Chile[327],13.756,0.057,13.639,13.859,0.001,0.001,4427.0,2877.0,1.0
μ_Chile[328],13.766,0.057,13.649,13.869,0.001,0.001,4437.0,2921.0,1.0
μ_Chile[329],13.776,0.058,13.658,13.879,0.001,0.001,4431.0,2921.0,1.0
μ_Chile[330],13.786,0.058,13.668,13.89,0.001,0.001,4440.0,2898.0,1.0
μ_Chile[331],13.795,0.058,13.677,13.9,0.001,0.001,4449.0,2877.0,1.0
μ_Chile[332],13.805,0.058,13.687,13.91,0.001,0.001,4458.0,2877.0,1.0
μ_Chile[333],13.815,0.059,13.696,13.92,0.001,0.001,4464.0,2877.0,1.0
μ_Chile[334],13.825,0.059,13.706,13.932,0.001,0.001,4473.0,2898.0,1.0
μ_Chile[335],13.835,0.059,13.716,13.942,0.001,0.001,4480.0,2898.0,1.0
μ_Chile[336],13.845,0.059,13.726,13.953,0.001,0.001,4486.0,2966.0,1.0
μ_Chile[337],13.855,0.06,13.735,13.963,0.001,0.001,4497.0,2966.0,1.0
μ_Chile[338],13.865,0.06,13.744,13.973,0.001,0.001,4504.0,2966.0,1.0
μ_Chile[339],13.875,0.06,13.754,13.983,0.001,0.001,4509.0,2966.0,1.0
μ_Chile[340],13.885,0.06,13.763,13.994,0.001,0.001,4516.0,2990.0,1.0
μ_Chile[341],13.895,0.061,13.773,14.004,0.001,0.001,4525.0,3013.0,1.0
μ_Chile[342],13.905,0.061,13.781,14.013,0.001,0.001,4531.0,3013.0,1.0
μ_Chile[343],13.915,0.061,13.792,14.025,0.001,0.001,4540.0,3013.0,1.0
μ_Chile[344],13.924,0.061,13.803,14.037,0.001,0.001,4547.0,3013.0,1.0
μ_Chile[345],13.934,0.062,13.812,14.046,0.001,0.001,4559.0,3013.0,1.0
μ_Chile[346],13.944,0.062,13.821,14.056,0.001,0.001,4570.0,2989.0,1.0
μ_Chile[347],13.954,0.062,13.831,14.067,0.001,0.001,4580.0,2989.0,1.0
μ_Chile[348],13.964,0.062,13.84,14.077,0.001,0.001,4587.0,2987.0,1.0
μ_Chile[349],13.974,0.063,13.85,14.088,0.001,0.001,4595.0,2987.0,1.0
μ_Chile[350],13.984,0.063,13.86,14.099,0.001,0.001,4603.0,2977.0,1.0
μ_Chile[351],13.994,0.063,13.868,14.109,0.001,0.001,4609.0,2977.0,1.0
μ_Chile[352],14.004,0.063,13.878,14.119,0.001,0.001,4613.0,2977.0,1.0
μ_Chile[353],14.014,0.064,13.887,14.13,0.001,0.001,4627.0,3001.0,1.0
