,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
μ[362],17.333,0.083,17.177,17.483,0.001,0.001,3232.0,2942.0,1.0
μ[363],17.347,0.083,17.188,17.495,0.001,0.001,3221.0,2942.0,1.0
μ[364],17.36,0.083,17.203,17.511,0.001,0.001,3209.0,2942.0,1.0
μ[365],17.374,0.084,17.215,17.525,0.001,0.001,3200.0,2920.0,1.0
μ[366],17.387,0.084,17.228,17.539,0.001,0.001,3188.0,2920.0,1.0
μ[367],17.401,0.084,17.241,17.554,0.001,0.001,3176.0,2942.0,1.0
μ[368],17.414,0.085,17.257,17.57,0.002,0.001,3164.0,2942.0,1.0
μ[369],17.428,0.085,17.27,17.585,0.002,0.001,3153.0,2942.0,1.0
μ[370],17.441,0.085,17.283,17.599,0.002,0.001,3142.0,2942.0,1.0
μ[371],17.455,0.086,17.298,17.615,0.002,0.001,3132.0,2954.0,1.0
μ[372],17.468,0.086,17.311,17.628,0.002,0.001,3122.0,2954.0,1.0
μ[373],17.482,0.086,17.324,17.643,0.002,0.001,3111.0,2921.0,1.0
μ[374],17.495,0.087,17.337,17.656,0.002,0.001,3100.0,2946.0,1.0
μ[375],17.509,0.087,17.35,17.671,0.002,0.001,3091.0,2877.0,1.0
μ[376],17.523,0.087,17.363,17.686,0.002,0.001,3081.0,2899.0,1.0
μ[377],17.536,0.088,17.375,17.699,0.002,0.001,3073.0,2877.0,1.0
μ[378],17.55,0.088,17.388,17.713,0.002,0.001,3063.0,2877.0,1.0
μ[379],17.563,0.088,17.401,17.727,0.002,0.001,3055.0,2877.0,1.0
μ[380],17.577,0.089,17.411,17.738,0.002,0.001,3046.0,2877.0,1.0
μ[381],17.59,0.089,17.427,17.756,0.002,0.001,3037.0,2877.0,1.0
μ[382],17.604,0.089,17.44,17.77,0.002,0.001,3028.0,2877.0,1.0
μ[383],17.617,0.09,17.452,17.784,0.002,0.001,3018.0,2877.0,1.0
μ[384],17.631,0.09,17.465,17.798,0.002,0.001,3009.0,2834.0,1.0
μ[385],17.644,0.09,17.478,17.812,0.002,0.001,3001.0,2834.0,1.0
μ[386],17.658,0.091,17.49,17.826,0.002,0.001,2992.0,2866.0,1.0
μ[387],17.671,0.091,17.503,17.84,0.002,0.001,2985.0,2866.0,1.0
μ[388],17.685,0.091,17.516,17.854,0.002,0.001,2976.0,2910.0,1.0
μ[389],17.699,0.092,17.53,17.869,0.002,0.001,2967.0,2979.0,1.0
μ[390],17.712,0.092,17.543,17.883,0.002,0.001,2959.0,3017.0,1.0
μ[391],17.726,0.092,17.556,17.897,0.002,0.001,2950.0,3017.0,1.0
μ[392],17.739,0.093,17.569,17.911,0.002,0.001,2943.0,3017.0,1.0
μ[393],17.753,0.093,17.582,17.926,0.002,0.001,2934.0,3002.0,1.0
μ[394],17.766,0.093,17.595,17.94,0.002,0.001,2927.0,3002.0,1.0
μ[395],17.78,0.094,17.608,17.955,0.002,0.001,2920.0,3002.0,1.0
μ[396],17.793,0.094,17.622,17.97,0.002,0.001,2913.0,3002.0,1.0
μ[397],17.807,0.094,17.633,17.982,0.002,0.001,2904.0,3002.0,1.0
μ[398],17.82,0.095,17.646,17.997,0.002,0.001,2896.0,2967.0,1.0
μ[399],17.834,0.095,17.658,18.01,0.002,0.001,2889.0,2967.0,1.0
μ[400],17.847,0.095,17.671,18.024,0.002,0.001,2882.0,2990.0,1.0
μ[401],17.861,0.096,17.684,18.038,0.002,0.001,2875.0,3014.0,1.0
μ[402],17.875,0.096,17.697,18.053,0.002,0.001,2867.0,3014.0,1.0
μ[403],17.888,0.096,17.711,18.068,0.002,0.001,2859.0,2978.0,1.0
μ[404],17.902,0.097,17.724,18.082,0.002,0.001,2851.0,2978.0,1.0
μ[405],17.915,0.097,17.737,18.096,0.002,0.001,2842.0,2978.0,1.0
μ[406],17.929,0.097,17.75,18.111,0.002,0.001,2836.0,2978.0,1.0
μ[407],17.942,0.098,17.763,18.125,0.002,0.001,2829.0,2977.0,1.0
μ[408],17.956,0.098,17.776,18.14,0.002,0.001,2822.0,2977.0,1.0
μ[409],17.969,0.098,17.789,18.154,0.002,0.001,2814.0,2954.0,1.0
μ[410],17.983,0.099,17.803,18.169,0.002,0.001,2805.0,2954.0,1.0
μ[411],17.996,0.099,17.816,18.183,0.002,0.001,2798.0,2954.0,1.0
μ[412],18.01,0.1,17.829,18.198,0.002,0.001,2791.0,2954.0,1.0
μ[413],18.023,0.1,17.844,18.214,0.002,0.001,2784.0,2954.0,1.0
μ[414],18.037,0.1,17.857,18.228,0.002,0.001,2776.0,2931.0,1.0
μ[415],18.051,0.101,17.87,18.243,0.002,0.001,2769.0,2977.0,1.0
μ[416],18.064,0.101,17.883,18.258,0.002,0.001,2762.0,2909.0,1.0
μ[417],18.078,0.101,17.896,18.272,0.002,0.001,2756.0,2909.0,1.0
μ[418],18.091,0.102,17.908,18.286,0.002,0.001,2750.0,2954.0,1.0
μ[419],18.105,0.102,17.922,18.3,0.002,0.001,2742.0,2954.0,1.0
μ[420],18.118,0.102,17.935,18.315,0.002,0.001,2736.0,2954.0,1.0
μ[421],18.132,0.103,17.948,18.329,0.002,0.001,2730.0,2954.0,1.0
μ[422],18.145,0.103,17.961,18.343,0.002,0.001,2723.0,2972.0,1.0
μ[423],18.159,0.103,17.974,18.358,0.002,0.001,2716.0,2972.0,1.0
μ[424],18.172,0.104,17.984,18.369,0.002,0.001,2711.0,2972.0,1.0
μ[425],18.186,0.104,17.998,18.384,0.002,0.001,2705.0,2972.0,1.0
μ[426],18.199,0.105,18.01,18.398,0.002,0.001,2700.0,2977.0,1.0
μ[427],18.213,0.105,18.019,18.408,0.002,0.001,2693.0,2977.0,1.0
μ[428],18.226,0.105,18.031,18.422,0.002,0.001,2688.0,2977.0,1.0
μ[429],18.24,0.106,18.046,18.437,0.002,0.001,2682.0,2972.0,1.0
μ[430],18.254,0.106,18.058,18.451,0.002,0.001,2676.0,2972.0,1.0
μ[431],18.267,0.106,18.071,18.466,0.002,0.001,2670.0,2972.0,1.0
μ[432],18.281,0.107,18.082,18.478,0.002,0.001,2664.0,2972.0,1.0
μ[433],18.294,0.107,18.095,18.492,0.002,0.001,2659.0,3019.0,1.0
μ[434],18.308,0.108,18.108,18.506,0.002,0.001,2652.0,3019.0,1.0
μ[435],18.321,0.108,18.121,18.521,0.002,0.001,2646.0,3019.0,1.0
μ[436],18.335,0.108,18.135,18.535,0.002,0.001,2642.0,2965.0,1.0
μ[437],18.348,0.109,18.147,18.549,0.002,0.001,2636.0,2897.0,1.0
μ[438],18.362,0.109,18.161,18.563,0.002,0.002,2630.0,2897.0,1.0
μ[439],18.375,0.109,18.173,18.578,0.002,0.002,2626.0,3016.0,1.0
μ[440],18.389,0.11,18.186,18.592,0.002,0.002,2621.0,2945.0,1.0
μ[441],18.402,0.11,18.198,18.606,0.002,0.002,2615.0,2969.0,1.0
μ[442],18.416,0.11,18.211,18.62,0.002,0.002,2609.0,2969.0,1.0
μ[443],18.43,0.111,18.226,18.637,0.002,0.002,2603.0,3065.0,1.0
μ[444],18.443,0.111,18.239,18.651,0.002,0.002,2597.0,2969.0,1.0
μ[445],18.457,0.112,18.252,18.665,0.002,0.002,2593.0,2969.0,1.0
μ[446],18.47,0.112,18.265,18.679,0.002,0.002,2588.0,2969.0,1.0
μ[447],18.484,0.112,18.276,18.692,0.002,0.002,2583.0,2969.0,1.0
μ[448],18.497,0.113,18.289,18.707,0.002,0.002,2579.0,2969.0,1.0
μ[449],18.511,0.113,18.302,18.721,0.002,0.002,2575.0,2969.0,1.0
μ[450],18.524,0.113,18.314,18.735,0.002,0.002,2570.0,2969.0,1.0
μ[451],18.538,0.114,18.327,18.749,0.002,0.002,2565.0,2969.0,1.0
