,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
μ[316],16.711,0.07,16.587,16.849,0.001,0.001,4564.0,3206.0,1.0
μ[317],16.725,0.07,16.6,16.864,0.001,0.001,4542.0,3227.0,1.0
μ[318],16.738,0.071,16.613,16.878,0.001,0.001,4516.0,3227.0,1.0
μ[319],16.752,0.071,16.624,16.89,0.001,0.001,4496.0,3227.0,1.0
μ[320],16.765,0.071,16.638,16.905,0.001,0.001,4475.0,3226.0,1.0
μ[321],16.779,0.071,16.651,16.918,0.001,0.001,4450.0,3226.0,1.0
μ[322],16.792,0.072,16.664,16.933,0.001,0.001,4428.0,3222.0,1.0
μ[323],16.806,0.072,16.678,16.948,0.001,0.001,4405.0,3222.0,1.0
μ[324],16.819,0.072,16.692,16.962,0.001,0.001,4384.0,3246.0,1.0
μ[325],16.833,0.072,16.706,16.977,0.001,0.001,4363.0,3255.0,1.0
μ[326],16.846,0.073,16.719,16.991,0.001,0.001,4340.0,3255.0,1.0
μ[327],16.86,0.073,16.732,17.005,0.001,0.001,4318.0,3227.0,1.0
μ[328],16.873,0.073,16.746,17.019,0.001,0.001,4297.0,3227.0,1.0
μ[329],16.887,0.073,16.758,17.032,0.001,0.001,4276.0,3200.0,1.0
μ[330],16.9,0.074,16.771,17.047,0.001,0.001,4256.0,3200.0,1.0
μ[331],16.914,0.074,16.784,17.061,0.001,0.001,4237.0,3200.0,1.0
μ[332],16.927,0.074,16.797,17.075,0.001,0.001,4215.0,3200.0,1.0
μ[333],16.941,0.074,16.81,17.089,0.001,0.001,4192.0,3121.0,1.0
μ[334],16.954,0.075,16.823,17.104,0.001,0.001,4171.0,3147.0,1.0
μ[335],16.968,0.075,16.836,17.118,0.001,0.001,4149.0,3161.0,1.0
μ[336],16.981,0.075,16.847,17.13,0.001,0.001,4128.0,3170.0,1.0
μ[337],16.995,0.076,16.849,17.132,0.001,0.001,4107.0,3161.0,1.0
μ[338],17.009,0.076,16.861,17.146,0.001,0.001,4088.0,3161.0,1.0
μ[339],17.022,0.076,16.874,17.16,0.001,0.001,4068.0,3161.0,1.0
μ[340],17.036,0.076,16.886,17.173,0.001,0.001,4049.0,3161.0,1.0
μ[341],17.049,0.077,16.9,17.188,0.001,0.001,4030.0,3170.0,1.0
μ[342],17.063,0.077,16.913,17.202,0.001,0.001,4012.0,3170.0,1.0
μ[343],17.076,0.077,16.926,17.216,0.001,0.001,3993.0,3162.0,1.0
μ[344],17.09,0.078,16.939,17.23,0.001,0.001,3975.0,3135.0,1.0
μ[345],17.103,0.078,16.952,17.244,0.001,0.001,3955.0,3135.0,1.0
μ[346],17.117,0.078,16.963,17.257,0.001,0.001,3938.0,3135.0,1.0
μ[347],17.13,0.078,16.98,17.275,0.001,0.001,3920.0,3084.0,1.0
μ[348],17.144,0.079,16.989,17.285,0.001,0.001,3902.0,3084.0,1.0
μ[349],17.157,0.079,17.002,17.299,0.001,0.001,3883.0,3060.0,1.0
μ[350],17.171,0.079,17.015,17.314,0.001,0.001,3866.0,3060.0,1.0
μ[351],17.184,0.08,17.029,17.328,0.001,0.001,3847.0,3085.0,1.0
μ[352],17.198,0.08,17.044,17.344,0.001,0.001,3830.0,3110.0,1.0
μ[353],17.211,0.08,17.06,17.361,0.001,0.001,3813.0,3146.0,1.0
μ[354],17.225,0.081,17.073,17.376,0.001,0.001,3795.0,3120.0,1.0
μ[355],17.238,0.081,17.082,17.386,0.001,0.001,3780.0,3138.0,1.0
μ[356],17.252,0.081,17.095,17.4,0.001,0.001,3763.0,3138.0,1.0
μ[357],17.265,0.081,17.11,17.417,0.001,0.001,3746.0,3112.0,1.0
μ[358],17.279,0.082,17.124,17.431,0.001,0.001,3729.0,3138.0,1.0
μ[359],17.292,0.082,17.136,17.445,0.001,0.001,3713.0,3087.0,1.0
μ[360],17.306,0.082,17.149,17.459,0.001,0.001,3697.0,3087.0,1.0
μ[361],17.319,0.083,17.163,17.473,0.001,0.001,3682.0,3113.0,1.0
μ[362],17.333,0.083,17.176,17.488,0.001,0.001,3667.0,3130.0,1.0
μ[363],17.347,0.083,17.189,17.502,0.001,0.001,3652.0,3112.0,1.0
μ[364],17.36,0.084,17.216,17.53,0.001,0.001,3636.0,3112.0,1.0
μ[365],17.374,0.084,17.229,17.544,0.001,0.001,3622.0,3087.0,1.0
μ[366],17.387,0.084,17.226,17.543,0.001,0.001,3607.0,3087.0,1.0
μ[367],17.401,0.085,17.238,17.557,0.001,0.001,3592.0,3087.0,1.0
μ[368],17.414,0.085,17.251,17.57,0.001,0.001,3576.0,3087.0,1.0
μ[369],17.428,0.085,17.282,17.603,0.001,0.001,3562.0,3087.0,1.0
μ[370],17.441,0.086,17.291,17.612,0.001,0.001,3547.0,3062.0,1.0
μ[371],17.455,0.086,17.304,17.626,0.001,0.001,3533.0,3062.0,1.0
μ[372],17.468,0.086,17.315,17.639,0.001,0.001,3519.0,3087.0,1.0
μ[373],17.482,0.086,17.328,17.654,0.001,0.001,3506.0,3087.0,1.0
μ[374],17.495,0.087,17.341,17.668,0.001,0.001,3493.0,3087.0,1.0
μ[375],17.509,0.087,17.355,17.683,0.001,0.001,3478.0,3087.0,1.0
μ[376],17.522,0.087,17.352,17.681,0.001,0.001,3467.0,3087.0,1.0
μ[377],17.536,0.088,17.365,17.694,0.001,0.001,3454.0,3087.0,1.0
μ[378],17.549,0.088,17.378,17.708,0.002,0.001,3442.0,3087.0,1.0
μ[379],17.563,0.088,17.391,17.722,0.002,0.001,3429.0,3038.0,1.0
μ[380],17.576,0.089,17.404,17.736,0.002,0.001,3416.0,3038.0,1.0
μ[381],17.59,0.089,17.417,17.751,0.002,0.001,3403.0,2990.0,1.0
μ[382],17.603,0.089,17.429,17.765,0.002,0.001,3392.0,2991.0,1.0
μ[383],17.617,0.09,17.442,17.779,0.002,0.001,3382.0,2991.0,1.0
μ[384],17.63,0.09,17.455,17.794,0.002,0.001,3370.0,2991.0,1.0
μ[385],17.644,0.09,17.483,17.823,0.002,0.001,3358.0,2990.0,1.0
μ[386],17.658,0.091,17.496,17.837,0.002,0.001,3345.0,3014.0,1.0
μ[387],17.671,0.091,17.509,17.852,0.002,0.001,3333.0,3014.0,1.0
μ[388],17.685,0.091,17.515,17.859,0.002,0.001,3321.0,3014.0,1.0
μ[389],17.698,0.092,17.538,17.883,0.002,0.001,3310.0,3014.0,1.0
μ[390],17.712,0.092,17.55,17.897,0.002,0.001,3298.0,3014.0,1.0
μ[391],17.725,0.092,17.562,17.91,0.002,0.001,3287.0,3014.0,1.0
μ[392],17.739,0.093,17.575,17.924,0.002,0.001,3277.0,3014.0,1.0
μ[393],17.752,0.093,17.588,17.938,0.002,0.001,3267.0,3014.0,1.0
μ[394],17.766,0.093,17.601,17.952,0.002,0.001,3256.0,3014.0,1.0
μ[395],17.779,0.094,17.613,17.966,0.002,0.001,3245.0,3014.0,1.0
μ[396],17.793,0.094,17.626,17.98,0.002,0.001,3235.0,3014.0,1.0
μ[397],17.806,0.095,17.64,17.995,0.002,0.001,3225.0,3013.0,1.0
μ[398],17.82,0.095,17.653,18.01,0.002,0.001,3215.0,3013.0,1.0
μ[399],17.833,0.095,17.669,18.027,0.002,0.001,3204.0,3013.0,1.0
μ[400],17.847,0.096,17.682,18.041,0.002,0.001,3193.0,3013.0,1.0
μ[401],17.86,0.096,17.693,18.054,0.002,0.001,3183.0,3013.0,1.0
μ[402],17.874,0.096,17.705,18.067,0.002,0.001,3174.0,3013.0,1.0
μ[403],17.887,0.097,17.717,18.08,0.002,0.001,3164.0,3013.0,1.0
μ[404],17.901,0.097,17.73,18.094,0.002,0.001,3155.0,2943.0,1.0
μ[405],17.914,0.097,17.742,18.108,0.002,0.001,3146.0,2943.0,1.0
μ[406],17.928,0.098,17.755,18.122,0.002,0.001,3137.0,2943.0,1.0
μ[407],17.941,0.098,17.768,18.136,0.002,0.001,3127.0,2920.0,1.0
μ[408],17.955,0.098,17.781,18.151,0.002,0.001,3118.0,2920.0,1.0
μ[409],17.968,0.099,17.794,18.165,0.002,0.001,3109.0,2920.0,1.0
μ[410],17.982,0.099,17.807,18.179,0.002,0.001,3100.0,2920.0,1.0
μ[411],17.996,0.099,17.818,18.193,0.002,0.001,3091.0,2897.0,1.0
μ[412],18.009,0.1,17.831,18.207,0.002,0.001,3083.0,2897.0,1.0
μ[413],18.023,0.1,17.844,18.221,0.002,0.001,3075.0,2875.0,1.0
μ[414],18.036,0.1,17.857,18.236,0.002,0.001,3066.0,2875.0,1.0
μ[415],18.05,0.101,17.87,18.25,0.002,0.001,3058.0,2875.0,1.0
μ[416],18.063,0.101,17.878,18.26,0.002,0.001,3050.0,2875.0,1.0
μ[417],18.077,0.102,17.891,18.274,0.002,0.001,3042.0,2875.0,1.0
μ[418],18.09,0.102,17.904,18.288,0.002,0.001,3034.0,2875.0,1.0
μ[419],18.104,0.102,17.917,18.302,0.002,0.001,3027.0,2875.0,1.0
μ[420],18.117,0.103,17.929,18.316,0.002,0.001,3019.0,2897.0,1.0
μ[421],18.131,0.103,17.942,18.33,0.002,0.001,3012.0,2875.0,1.0
μ[422],18.144,0.103,17.956,18.345,0.002,0.001,3005.0,2875.0,1.0
μ[423],18.158,0.104,17.967,18.358,0.002,0.001,2997.0,2875.0,1.0
μ[424],18.171,0.104,17.979,18.372,0.002,0.001,2990.0,2875.0,1.0
μ[425],18.185,0.104,17.993,18.387,0.002,0.001,2983.0,2875.0,1.0
μ[426],18.198,0.105,18.005,18.399,0.002,0.001,2976.0,2875.0,1.0
μ[427],18.212,0.105,18.018,18.413,0.002,0.001,2968.0,2853.0,1.0
μ[428],18.225,0.105,18.031,18.428,0.002,0.001,2961.0,2853.0,1.0
μ[429],18.239,0.106,18.043,18.442,0.002,0.001,2955.0,2853.0,1.0
μ[430],18.252,0.106,18.056,18.456,0.002,0.001,2947.0,2853.0,1.0
μ[431],18.266,0.107,18.068,18.47,0.002,0.001,2941.0,2853.0,1.0
μ[432],18.279,0.107,18.081,18.484,0.002,0.001,2935.0,2853.0,1.0
μ[433],18.293,0.107,18.088,18.492,0.002,0.001,2927.0,2853.0,1.0
μ[434],18.306,0.108,18.101,18.506,0.002,0.001,2921.0,2843.0,1.0
μ[435],18.32,0.108,18.114,18.52,0.002,0.001,2911.0,2843.0,1.0
μ[436],18.334,0.108,18.127,18.534,0.002,0.001,2904.0,2832.0,1.0
μ[437],18.347,0.109,18.14,18.549,0.002,0.001,2897.0,2832.0,1.0
μ[438],18.361,0.109,18.152,18.563,0.002,0.001,2891.0,2832.0,1.0
μ[439],18.374,0.11,18.171,18.583,0.002,0.001,2885.0,2832.0,1.0
μ[440],18.388,0.11,18.184,18.597,0.002,0.001,2878.0,2832.0,1.0
μ[441],18.401,0.11,18.197,18.611,0.002,0.001,2874.0,2832.0,1.0
μ[442],18.415,0.111,18.21,18.626,0.002,0.001,2868.0,2811.0,1.0
μ[443],18.428,0.111,18.222,18.64,0.002,0.001,2862.0,2811.0,1.0
μ[444],18.442,0.111,18.235,18.654,0.002,0.001,2856.0,2811.0,1.0
μ[445],18.455,0.112,18.244,18.664,0.002,0.001,2849.0,2791.0,1.0
μ[446],18.469,0.112,18.256,18.678,0.002,0.001,2843.0,2790.0,1.0
μ[447],18.482,0.113,18.269,18.692,0.002,0.001,2837.0,2790.0,1.0
μ[448],18.496,0.113,18.282,18.706,0.002,0.002,2831.0,2811.0,1.0
μ[449],18.509,0.113,18.295,18.72,0.002,0.002,2825.0,2811.0,1.0
μ[450],18.523,0.114,18.308,18.734,0.002,0.002,2819.0,2812.0,1.0
μ[451],18.536,0.114,18.321,18.749,0.002,0.002,2813.0,2812.0,1.0
