,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
α[0],6.286,0.039,6.21,6.357,0.0,0.0,7585.0,2807.0,1.0
α[1],8.401,0.061,8.285,8.513,0.001,0.0,7879.0,2993.0,1.0
α[2],5.916,0.032,5.856,5.974,0.0,0.0,7836.0,3077.0,1.0
α[3],8.947,0.101,8.75,9.126,0.001,0.001,8450.0,2919.0,1.0
α[4],8.17,0.073,8.034,8.311,0.001,0.001,7590.0,2551.0,1.0
α[5],8.878,0.033,8.813,8.938,0.0,0.0,6975.0,2988.0,1.0
α[6],8.86,0.039,8.785,8.934,0.0,0.0,8122.0,2550.0,1.0
α[7],8.436,0.075,8.299,8.578,0.001,0.001,8796.0,2515.0,1.0
α[8],10.07,0.038,9.998,10.141,0.0,0.0,7787.0,2872.0,1.0
α[9],7.132,0.051,7.04,7.228,0.001,0.0,8055.0,3060.0,1.0
α[10],11.887,0.1,11.704,12.082,0.001,0.001,7219.0,2734.0,1.0
α[11],6.837,0.048,6.749,6.93,0.001,0.0,8341.0,2600.0,1.0
α[12],10.294,0.037,10.225,10.365,0.0,0.0,8936.0,2840.0,1.0
α[13],10.507,0.084,10.347,10.661,0.001,0.001,9176.0,2808.0,1.0
α[14],9.389,0.101,9.203,9.579,0.001,0.001,7991.0,2543.0,1.0
α[15],6.876,0.085,6.708,7.033,0.001,0.001,7423.0,2894.0,1.0
α[16],6.78,0.048,6.688,6.869,0.001,0.0,7734.0,3051.0,1.0
α[17],5.609,0.039,5.537,5.682,0.0,0.0,8431.0,2717.0,1.0
α[18],8.026,0.051,7.925,8.116,0.001,0.0,9492.0,2820.0,1.0
α[19],8.402,0.029,8.347,8.456,0.0,0.0,8324.0,2686.0,1.0
α[20],9.012,0.066,8.892,9.136,0.001,0.001,7909.0,2955.0,1.0
α[21],9.512,0.052,9.415,9.609,0.001,0.0,7773.0,3395.0,1.0
α[22],9.196,0.08,9.057,9.356,0.001,0.001,9504.0,3187.0,1.0
α[23],6.258,0.041,6.183,6.336,0.0,0.0,10079.0,3250.0,1.0
α[24],7.833,0.025,7.786,7.879,0.0,0.0,9398.0,3205.0,1.0
α[25],11.387,0.032,11.325,11.449,0.0,0.0,7572.0,3244.0,1.0
α[26],11.223,0.028,11.169,11.274,0.0,0.0,8610.0,2728.0,1.0
α[27],7.01,0.035,6.946,7.076,0.0,0.0,7010.0,2979.0,1.0
α[28],6.697,0.057,6.593,6.807,0.001,0.0,8745.0,3267.0,1.0
α[29],10.99,0.118,10.765,11.199,0.001,0.001,8157.0,2948.0,1.0
α[30],9.144,0.062,9.028,9.259,0.001,0.0,8201.0,2915.0,1.0
α[31],11.249,0.021,11.212,11.289,0.0,0.0,8285.0,2835.0,1.0
α[32],8.521,0.101,8.327,8.711,0.001,0.001,8065.0,2873.0,1.0
α[33],9.094,0.034,9.026,9.155,0.0,0.0,8893.0,3004.0,1.0
α[34],9.322,0.048,9.232,9.41,0.0,0.0,9099.0,2850.0,1.0
α[35],11.461,0.032,11.403,11.524,0.0,0.0,8417.0,2940.0,1.0
α[36],8.837,0.032,8.778,8.901,0.0,0.0,8817.0,3092.0,1.0
α[37],5.137,0.073,5.004,5.278,0.001,0.001,8581.0,2994.0,1.0
α[38],8.815,0.089,8.647,8.983,0.001,0.001,7511.0,2795.0,1.0
α[39],5.523,0.051,5.427,5.618,0.001,0.0,9572.0,3119.0,1.0
α[40],6.178,0.053,6.076,6.274,0.001,0.0,8058.0,3123.0,1.0
α[41],5.968,0.059,5.857,6.081,0.001,0.0,8649.0,3011.0,1.0
α[42],7.684,0.025,7.635,7.73,0.0,0.0,8622.0,3094.0,1.0
α[43],7.69,0.039,7.613,7.761,0.0,0.0,8029.0,2812.0,1.0
α[44],5.48,0.031,5.423,5.538,0.0,0.0,10148.0,2974.0,1.0
α[45],10.191,0.095,10.018,10.376,0.001,0.001,9478.0,3010.0,1.0
α[46],8.046,0.059,7.939,8.165,0.001,0.0,7357.0,2873.0,1.0
α[47],8.072,0.075,7.931,8.213,0.001,0.001,8165.0,2697.0,1.0
α[48],9.744,0.033,9.685,9.808,0.0,0.0,7197.0,3002.0,1.0
α[49],7.059,0.046,6.973,7.147,0.001,0.0,7179.0,2925.0,1.0
α[50],8.302,0.02,8.265,8.339,0.0,0.0,7700.0,2813.0,1.0
α[51],10.276,0.08,10.132,10.432,0.001,0.001,7834.0,2939.0,1.0
α[52],8.844,0.063,8.718,8.952,0.001,0.0,8311.0,2809.0,1.0
α[53],10.651,0.098,10.477,10.845,0.001,0.001,7989.0,3168.0,1.0
α[54],9.177,0.071,9.039,9.302,0.001,0.001,8931.0,2986.0,1.0
α[55],8.691,0.049,8.599,8.784,0.001,0.0,9370.0,2118.0,1.0
α[56],9.413,0.032,9.352,9.471,0.0,0.0,8137.0,3178.0,1.0
α[57],9.738,0.091,9.573,9.913,0.001,0.001,7441.0,2661.0,1.0
α[58],8.9,0.047,8.821,8.993,0.0,0.0,8799.0,3107.0,1.0
α[59],11.336,0.092,11.158,11.505,0.001,0.001,7873.0,2898.0,1.0
α[60],10.466,0.095,10.297,10.653,0.001,0.001,8619.0,2884.0,1.0
α[61],8.084,0.044,8.0,8.164,0.0,0.0,8749.0,3165.0,1.0
α[62],9.611,0.071,9.485,9.754,0.001,0.001,8065.0,2821.0,1.0
α[63],5.996,0.06,5.885,6.109,0.001,0.0,9794.0,2981.0,1.0
α[64],6.136,0.058,6.03,6.248,0.001,0.0,7885.0,2663.0,1.0
α[65],9.697,0.109,9.494,9.903,0.001,0.001,8382.0,2498.0,1.0
α[66],11.739,0.023,11.696,11.783,0.0,0.0,8094.0,2752.0,1.0
α[67],9.521,0.034,9.459,9.585,0.0,0.0,7983.0,3040.0,1.0
α[68],9.521,0.039,9.447,9.594,0.0,0.0,7451.0,2902.0,1.0
α[69],7.049,0.047,6.961,7.135,0.001,0.0,6850.0,2511.0,1.0
α[70],10.778,0.045,10.692,10.859,0.001,0.0,7161.0,3042.0,1.0
α[71],13.578,0.043,13.499,13.661,0.0,0.0,7924.0,3213.0,1.0
α[72],9.082,0.063,8.964,9.2,0.001,0.0,8864.0,3111.0,1.0
α[73],11.35,0.035,11.286,11.415,0.0,0.0,7258.0,3055.0,1.0
α[74],5.223,0.043,5.143,5.306,0.0,0.0,9108.0,2902.0,1.0
β[0],0.015,0.0,0.015,0.015,0.0,0.0,7269.0,3137.0,1.0
β[1],0.01,0.0,0.009,0.01,0.0,0.0,7869.0,2838.0,1.0
β[2],0.01,0.0,0.009,0.01,0.0,0.0,7893.0,2984.0,1.0
β[3],0.017,0.0,0.017,0.018,0.0,0.0,8253.0,2898.0,1.0
β[4],0.012,0.0,0.011,0.012,0.0,0.0,8754.0,3001.0,1.0
β[5],0.004,0.0,0.004,0.005,0.0,0.0,7023.0,3084.0,1.0
β[6],0.012,0.0,0.012,0.012,0.0,0.0,7603.0,2929.0,1.0
β[7],0.01,0.0,0.01,0.011,0.0,0.0,10325.0,2764.0,1.0
β[8],0.01,0.0,0.01,0.01,0.0,0.0,7839.0,3010.0,1.0
β[9],0.014,0.0,0.014,0.014,0.0,0.0,8048.0,2726.0,1.0
β[10],0.013,0.0,0.013,0.014,0.0,0.0,7838.0,2680.0,1.0
β[11],0.017,0.0,0.016,0.017,0.0,0.0,7712.0,2524.0,1.0
β[12],0.01,0.0,0.009,0.01,0.0,0.0,7911.0,3045.0,1.0
β[13],0.01,0.0,0.009,0.011,0.0,0.0,9284.0,2669.0,1.0
β[14],0.016,0.0,0.015,0.017,0.0,0.0,7916.0,2969.0,1.0
β[15],0.016,0.0,0.016,0.017,0.0,0.0,7250.0,2752.0,1.0
β[16],0.016,0.0,0.016,0.017,0.0,0.0,7967.0,2916.0,1.0
β[17],0.014,0.0,0.013,0.014,0.0,0.0,6966.0,2969.0,1.0
β[18],0.017,0.0,0.017,0.017,0.0,0.0,9194.0,2816.0,1.0
β[19],0.011,0.0,0.011,0.011,0.0,0.0,8083.0,2715.0,1.0
β[20],0.01,0.0,0.01,0.011,0.0,0.0,8917.0,3099.0,1.0
β[21],0.009,0.0,0.009,0.01,0.0,0.0,7192.0,2673.0,1.0
β[22],0.009,0.0,0.009,0.01,0.0,0.0,8831.0,2913.0,1.0
β[23],0.013,0.0,0.013,0.014,0.0,0.0,9240.0,2819.0,1.0
β[24],0.009,0.0,0.009,0.009,0.0,0.0,8672.0,3107.0,1.0
β[25],0.011,0.0,0.011,0.011,0.0,0.0,8020.0,3011.0,1.0
β[26],0.01,0.0,0.01,0.01,0.0,0.0,8420.0,2303.0,1.0
β[27],0.015,0.0,0.015,0.015,0.0,0.0,7787.0,3048.0,1.0
β[28],0.018,0.0,0.018,0.019,0.0,0.0,8300.0,2937.0,1.0
β[29],0.017,0.0,0.016,0.018,0.0,0.0,8277.0,3033.0,1.0
β[30],0.015,0.0,0.014,0.015,0.0,0.0,9441.0,3030.0,1.0
β[31],0.009,0.0,0.009,0.009,0.0,0.0,7737.0,2972.0,1.0
β[32],0.016,0.0,0.015,0.016,0.0,0.0,7506.0,2964.0,1.0
β[33],0.009,0.0,0.008,0.009,0.0,0.0,9359.0,2922.0,1.0
β[34],0.012,0.0,0.012,0.013,0.0,0.0,8912.0,3033.0,1.0
β[35],0.01,0.0,0.009,0.01,0.0,0.0,9364.0,3227.0,1.0
β[36],0.012,0.0,0.012,0.012,0.0,0.0,9087.0,2763.0,1.0
β[37],0.023,0.0,0.022,0.023,0.0,0.0,8831.0,2864.0,1.0
β[38],0.011,0.0,0.01,0.011,0.0,0.0,7744.0,2767.0,1.0
β[39],0.016,0.0,0.015,0.016,0.0,0.0,8923.0,3096.0,1.0
β[40],0.019,0.0,0.019,0.02,0.0,0.0,8507.0,3052.0,1.0
β[41],0.017,0.0,0.017,0.018,0.0,0.0,8737.0,3327.0,1.0
β[42],0.009,0.0,0.009,0.009,0.0,0.0,8145.0,3003.0,1.0
β[43],0.013,0.0,0.013,0.013,0.0,0.0,7787.0,3003.0,1.0
β[44],0.013,0.0,0.013,0.013,0.0,0.0,11079.0,2942.0,1.0
β[45],0.013,0.0,0.012,0.014,0.0,0.0,9702.0,2977.0,1.0
β[46],0.012,0.0,0.012,0.013,0.0,0.0,7153.0,2770.0,1.0
β[47],0.015,0.0,0.014,0.016,0.0,0.0,8205.0,2713.0,1.0
β[48],0.012,0.0,0.012,0.012,0.0,0.0,8115.0,2974.0,1.0
β[49],0.013,0.0,0.013,0.014,0.0,0.0,7516.0,2368.0,1.0
β[50],0.008,0.0,0.008,0.008,0.0,0.0,8141.0,2808.0,1.0
β[51],0.01,0.0,0.009,0.01,0.0,0.0,7271.0,2760.0,1.0
β[52],0.012,0.0,0.011,0.012,0.0,0.0,9097.0,2569.0,1.0
β[53],0.011,0.0,0.01,0.012,0.0,0.0,8599.0,3030.0,1.0
β[54],0.013,0.0,0.012,0.014,0.0,0.0,9383.0,3109.0,1.0
β[55],0.017,0.0,0.016,0.017,0.0,0.0,10461.0,2536.0,1.0
β[56],0.011,0.0,0.011,0.012,0.0,0.0,8641.0,3232.0,1.0
β[57],0.007,0.0,0.007,0.008,0.0,0.0,6655.0,2737.0,1.0
β[58],0.014,0.0,0.013,0.014,0.0,0.0,9078.0,2950.0,1.0
β[59],0.012,0.0,0.011,0.012,0.0,0.0,8030.0,3044.0,1.0
β[60],0.008,0.0,0.007,0.008,0.0,0.0,8075.0,3054.0,1.0
β[61],0.014,0.0,0.014,0.014,0.0,0.0,9042.0,2965.0,1.0
β[62],0.005,0.0,0.004,0.005,0.0,0.0,8717.0,2826.0,1.0
β[63],0.019,0.0,0.018,0.019,0.0,0.0,8797.0,3018.0,1.0
β[64],0.017,0.0,0.016,0.017,0.0,0.0,8328.0,2588.0,1.0
β[65],0.014,0.0,0.013,0.015,0.0,0.0,8827.0,3001.0,1.0
β[66],0.009,0.0,0.009,0.009,0.0,0.0,7883.0,2970.0,1.0
β[67],0.011,0.0,0.011,0.011,0.0,0.0,9093.0,3031.0,1.0
β[68],0.01,0.0,0.01,0.011,0.0,0.0,7395.0,2522.0,1.0
β[69],0.008,0.0,0.008,0.009,0.0,0.0,6978.0,2469.0,1.0
β[70],0.011,0.0,0.011,0.011,0.0,0.0,6776.0,3198.0,1.0
β[71],0.01,0.0,0.01,0.011,0.0,0.0,8085.0,3304.0,1.0
β[72],0.011,0.0,0.011,0.012,0.0,0.0,8256.0,3038.0,1.0
β[73],0.011,0.0,0.01,0.011,0.0,0.0,7940.0,3201.0,1.0
β[74],0.016,0.0,0.016,0.017,0.0,0.0,9638.0,2895.0,1.0
σ[0],0.427,0.015,0.4,0.455,0.0,0.0,7837.0,2581.0,1.0
σ[1],0.629,0.022,0.588,0.669,0.0,0.0,10025.0,2652.0,1.0
σ[2],0.33,0.012,0.309,0.353,0.0,0.0,8345.0,2663.0,1.0
σ[3],1.015,0.035,0.953,1.086,0.0,0.0,8355.0,2965.0,1.0
σ[4],0.753,0.026,0.706,0.802,0.0,0.0,9354.0,2168.0,1.0
σ[5],0.347,0.012,0.326,0.37,0.0,0.0,8441.0,2686.0,1.0
σ[6],0.397,0.014,0.37,0.421,0.0,0.0,8893.0,2262.0,1.0
σ[7],0.756,0.026,0.706,0.806,0.0,0.0,7641.0,2424.0,1.01
σ[8],0.396,0.014,0.372,0.423,0.0,0.0,7548.0,2602.0,1.0
σ[9],0.528,0.018,0.496,0.561,0.0,0.0,9545.0,3025.0,1.0
σ[10],1.048,0.036,0.982,1.121,0.0,0.0,8343.0,2589.0,1.0
σ[11],0.492,0.017,0.461,0.522,0.0,0.0,8382.0,2724.0,1.0
σ[12],0.38,0.013,0.355,0.405,0.0,0.0,7619.0,2806.0,1.0
σ[13],0.869,0.029,0.82,0.927,0.0,0.0,8278.0,2966.0,1.0
σ[14],1.039,0.035,0.977,1.107,0.0,0.0,8827.0,3040.0,1.0
σ[15],0.883,0.03,0.831,0.942,0.0,0.0,7506.0,2517.0,1.0
σ[16],0.501,0.017,0.469,0.533,0.0,0.0,9382.0,2316.0,1.0
σ[17],0.405,0.014,0.379,0.431,0.0,0.0,8280.0,3034.0,1.0
σ[18],0.527,0.018,0.496,0.561,0.0,0.0,8163.0,2321.0,1.0
σ[19],0.309,0.01,0.29,0.329,0.0,0.0,8752.0,2845.0,1.01
σ[20],0.698,0.023,0.656,0.744,0.0,0.0,7502.0,2705.0,1.0
σ[21],0.556,0.019,0.522,0.592,0.0,0.0,8559.0,2538.0,1.0
σ[22],0.839,0.028,0.782,0.889,0.0,0.0,8967.0,2456.0,1.0
σ[23],0.428,0.015,0.401,0.457,0.0,0.0,7014.0,2618.0,1.0
σ[24],0.248,0.008,0.233,0.263,0.0,0.0,8648.0,2474.0,1.0
σ[25],0.341,0.012,0.319,0.362,0.0,0.0,7980.0,2908.0,1.0
σ[26],0.295,0.01,0.275,0.313,0.0,0.0,9695.0,2538.0,1.0
σ[27],0.37,0.013,0.346,0.394,0.0,0.0,8150.0,2679.0,1.0
σ[28],0.577,0.02,0.54,0.613,0.0,0.0,9625.0,2807.0,1.0
σ[29],1.237,0.043,1.16,1.319,0.001,0.0,7230.0,2714.0,1.0
σ[30],0.632,0.022,0.592,0.674,0.0,0.0,8663.0,2758.0,1.0
σ[31],0.213,0.007,0.2,0.228,0.0,0.0,6699.0,2629.0,1.0
σ[32],1.058,0.036,0.995,1.129,0.0,0.0,7991.0,2573.0,1.0
σ[33],0.353,0.012,0.331,0.376,0.0,0.0,8405.0,2766.0,1.0
σ[34],0.474,0.016,0.442,0.504,0.0,0.0,8490.0,2181.0,1.0
σ[35],0.33,0.011,0.31,0.351,0.0,0.0,7484.0,2860.0,1.0
σ[36],0.335,0.011,0.316,0.357,0.0,0.0,8545.0,2587.0,1.0
σ[37],0.78,0.026,0.732,0.83,0.0,0.0,8647.0,2767.0,1.0
σ[38],0.919,0.032,0.861,0.979,0.0,0.0,8039.0,2664.0,1.0
σ[39],0.528,0.018,0.492,0.561,0.0,0.0,8359.0,2560.0,1.0
σ[40],0.566,0.019,0.53,0.602,0.0,0.0,11553.0,2560.0,1.0
σ[41],0.603,0.021,0.567,0.644,0.0,0.0,7540.0,2928.0,1.0
σ[42],0.271,0.009,0.255,0.29,0.0,0.0,8400.0,2583.0,1.0
σ[43],0.398,0.014,0.374,0.424,0.0,0.0,8697.0,2793.0,1.0
σ[44],0.311,0.011,0.292,0.331,0.0,0.0,11175.0,2585.0,1.0
σ[45],0.989,0.034,0.927,1.054,0.0,0.0,7141.0,2630.0,1.0
σ[46],0.63,0.021,0.591,0.67,0.0,0.0,8422.0,2721.0,1.0
σ[47],0.749,0.026,0.697,0.795,0.0,0.0,9339.0,2657.0,1.0
σ[48],0.351,0.012,0.328,0.375,0.0,0.0,9079.0,2675.0,1.0
σ[49],0.493,0.017,0.46,0.525,0.0,0.0,8816.0,2621.0,1.0
σ[50],0.206,0.007,0.194,0.22,0.0,0.0,8423.0,2813.0,1.01
σ[51],0.838,0.028,0.785,0.89,0.0,0.0,8279.0,3034.0,1.0
σ[52],0.657,0.023,0.616,0.7,0.0,0.0,9747.0,2676.0,1.0
σ[53],1.014,0.035,0.952,1.086,0.0,0.0,10004.0,3189.0,1.0
σ[54],0.72,0.024,0.675,0.763,0.0,0.0,8456.0,3039.0,1.0
σ[55],0.506,0.017,0.474,0.538,0.0,0.0,7548.0,2674.0,1.0
σ[56],0.339,0.012,0.318,0.362,0.0,0.0,8080.0,2800.0,1.0
σ[57],0.928,0.032,0.871,0.993,0.0,0.0,9502.0,2821.0,1.0
σ[58],0.488,0.017,0.455,0.518,0.0,0.0,7292.0,3025.0,1.0
σ[59],0.975,0.033,0.916,1.038,0.0,0.0,7593.0,2837.0,1.0
σ[60],0.961,0.033,0.899,1.022,0.0,0.0,7668.0,2846.0,1.0
σ[61],0.47,0.016,0.442,0.503,0.0,0.0,6900.0,2511.0,1.0
σ[62],0.744,0.026,0.697,0.793,0.0,0.0,7908.0,2570.0,1.0
σ[63],0.605,0.021,0.567,0.645,0.0,0.0,7699.0,2625.0,1.0
σ[64],0.598,0.021,0.56,0.637,0.0,0.0,7307.0,2858.0,1.0
σ[65],1.12,0.039,1.051,1.194,0.0,0.0,8198.0,2950.0,1.0
σ[66],0.248,0.009,0.231,0.263,0.0,0.0,10245.0,2484.0,1.0
σ[67],0.35,0.012,0.328,0.37,0.0,0.0,8416.0,2479.0,1.0
σ[68],0.396,0.014,0.37,0.42,0.0,0.0,10187.0,2977.0,1.0
σ[69],0.512,0.018,0.478,0.546,0.0,0.0,8646.0,2546.0,1.0
σ[70],0.457,0.016,0.427,0.485,0.0,0.0,8173.0,2525.0,1.0
σ[71],0.452,0.016,0.424,0.482,0.0,0.0,9432.0,2652.0,1.0
σ[72],0.643,0.022,0.603,0.685,0.0,0.0,9238.0,2829.0,1.0
σ[73],0.368,0.012,0.344,0.391,0.0,0.0,9558.0,2578.0,1.01
σ[74],0.456,0.016,0.427,0.486,0.0,0.0,8479.0,2713.0,1.0
μ[0],6.301,0.039,6.225,6.372,0.0,0.0,7579.0,2808.0,1.0
μ[1],6.316,0.039,6.241,6.387,0.0,0.0,7568.0,2872.0,1.0
μ[2],6.331,0.039,6.256,6.402,0.0,0.0,7559.0,2829.0,1.0
μ[3],6.346,0.039,6.271,6.417,0.0,0.0,7550.0,2829.0,1.0
μ[4],6.361,0.039,6.287,6.432,0.0,0.0,7540.0,2850.0,1.0
μ[5],6.377,0.038,6.302,6.447,0.0,0.0,7528.0,2893.0,1.0
μ[6],6.392,0.038,6.318,6.462,0.0,0.0,7517.0,2892.0,1.0
μ[7],6.407,0.038,6.333,6.477,0.0,0.0,7507.0,2892.0,1.0
μ[8],6.422,0.038,6.349,6.491,0.0,0.0,7499.0,2922.0,1.0
μ[9],6.437,0.038,6.364,6.506,0.0,0.0,7503.0,2922.0,1.0
μ[10],6.452,0.038,6.379,6.521,0.0,0.0,7492.0,2893.0,1.0
μ[11],6.467,0.038,6.395,6.536,0.0,0.0,7484.0,2893.0,1.0
μ[12],6.483,0.037,6.41,6.551,0.0,0.0,7475.0,2893.0,1.0
μ[13],6.498,0.037,6.426,6.566,0.0,0.0,7459.0,2893.0,1.0
μ[14],6.513,0.037,6.441,6.581,0.0,0.0,7450.0,2893.0,1.0
μ[15],6.528,0.037,6.457,6.596,0.0,0.0,7442.0,2893.0,1.0
μ[16],6.543,0.037,6.473,6.612,0.0,0.0,7431.0,2893.0,1.0
μ[17],6.558,0.037,6.488,6.627,0.0,0.0,7416.0,2938.0,1.0
μ[18],6.573,0.037,6.503,6.641,0.0,0.0,7408.0,2944.0,1.0
μ[19],6.589,0.037,6.519,6.656,0.0,0.0,7396.0,2944.0,1.0
μ[20],6.604,0.036,6.534,6.671,0.0,0.0,7388.0,2944.0,1.0
μ[21],6.619,0.036,6.549,6.686,0.0,0.0,7376.0,2944.0,1.0
μ[22],6.634,0.036,6.564,6.701,0.0,0.0,7357.0,2910.0,1.0
μ[23],6.649,0.036,6.58,6.715,0.0,0.0,7343.0,2910.0,1.0
μ[24],6.664,0.036,6.595,6.73,0.0,0.0,7329.0,2910.0,1.0
μ[25],6.679,0.036,6.611,6.745,0.0,0.0,7320.0,2933.0,1.0
μ[26],6.694,0.036,6.626,6.76,0.0,0.0,7308.0,2933.0,1.0
μ[27],6.71,0.035,6.642,6.775,0.0,0.0,7294.0,2955.0,1.0
μ[28],6.725,0.035,6.657,6.79,0.0,0.0,7280.0,2955.0,1.0
μ[29],6.74,0.035,6.672,6.805,0.0,0.0,7267.0,2939.0,1.0
μ[30],6.755,0.035,6.688,6.82,0.0,0.0,7255.0,2939.0,1.0
μ[31],6.77,0.035,6.703,6.835,0.0,0.0,7246.0,2978.0,1.0
μ[32],6.785,0.035,6.719,6.85,0.0,0.0,7231.0,2978.0,1.0
μ[33],6.8,0.035,6.734,6.865,0.0,0.0,7217.0,3009.0,1.0
μ[34],6.816,0.035,6.75,6.88,0.0,0.0,7204.0,3002.0,1.0
μ[35],6.831,0.034,6.765,6.894,0.0,0.0,7192.0,3002.0,1.0
μ[36],6.846,0.034,6.78,6.909,0.0,0.0,7183.0,3014.0,1.0
μ[37],6.861,0.034,6.795,6.924,0.0,0.0,7171.0,3072.0,1.0
μ[38],6.876,0.034,6.81,6.939,0.0,0.0,7156.0,3098.0,1.0
μ[39],6.891,0.034,6.826,6.953,0.0,0.0,7144.0,3098.0,1.0
μ[40],6.906,0.034,6.841,6.969,0.0,0.0,7131.0,3097.0,1.0
μ[41],6.922,0.034,6.857,6.984,0.0,0.0,7119.0,3149.0,1.0
μ[42],6.937,0.034,6.872,6.998,0.0,0.0,7104.0,3138.0,1.0
μ[43],6.952,0.033,6.887,7.013,0.0,0.0,7095.0,3138.0,1.0
μ[44],6.967,0.033,6.903,7.029,0.0,0.0,7079.0,3159.0,1.0
μ[45],6.982,0.033,6.919,7.044,0.0,0.0,7060.0,3159.0,1.0
μ[46],6.997,0.033,6.934,7.059,0.0,0.0,7045.0,3150.0,1.0
μ[47],7.012,0.033,6.949,7.073,0.0,0.0,7029.0,3159.0,1.0
μ[48],7.028,0.033,6.964,7.088,0.0,0.0,7011.0,3150.0,1.0
μ[49],7.043,0.033,6.979,7.102,0.0,0.0,6994.0,3177.0,1.0
μ[50],7.058,0.033,6.993,7.116,0.0,0.0,6980.0,3177.0,1.0
μ[51],7.073,0.032,7.008,7.131,0.0,0.0,6963.0,3177.0,1.0
μ[52],7.088,0.032,7.024,7.146,0.0,0.0,6948.0,3176.0,1.0
μ[53],7.103,0.032,7.039,7.161,0.0,0.0,6933.0,3176.0,1.0
μ[54],7.118,0.032,7.055,7.176,0.0,0.0,6915.0,3176.0,1.0
μ[55],7.133,0.032,7.07,7.19,0.0,0.0,6897.0,3132.0,1.0
μ[56],7.149,0.032,7.086,7.205,0.0,0.0,6882.0,3132.0,1.0
μ[57],7.164,0.032,7.101,7.22,0.0,0.0,6863.0,3132.0,1.0
μ[58],7.179,0.032,7.116,7.235,0.0,0.0,6845.0,3175.0,1.0
μ[59],7.194,0.032,7.131,7.249,0.0,0.0,6826.0,3175.0,1.0
μ[60],7.209,0.031,7.146,7.264,0.0,0.0,6811.0,3175.0,1.0
μ[61],7.224,0.031,7.164,7.281,0.0,0.0,6801.0,3175.0,1.0
μ[62],7.239,0.031,7.179,7.296,0.0,0.0,6784.0,3175.0,1.0
μ[63],7.255,0.031,7.194,7.311,0.0,0.0,6767.0,3175.0,1.0
μ[64],7.27,0.031,7.209,7.326,0.0,0.0,6748.0,3175.0,1.0
μ[65],7.285,0.031,7.225,7.341,0.0,0.0,6731.0,3096.0,1.0
μ[66],7.3,0.031,7.24,7.355,0.0,0.0,6709.0,3096.0,1.0
μ[67],7.315,0.031,7.256,7.371,0.0,0.0,6689.0,3016.0,1.0
μ[68],7.33,0.03,7.271,7.385,0.0,0.0,6669.0,3044.0,1.0
μ[69],7.345,0.03,7.286,7.4,0.0,0.0,6655.0,3175.0,1.0
μ[70],7.361,0.03,7.301,7.415,0.0,0.0,6636.0,3175.0,1.0
μ[71],7.376,0.03,7.317,7.43,0.0,0.0,6614.0,3175.0,1.0
μ[72],7.391,0.03,7.332,7.445,0.0,0.0,6592.0,3175.0,1.0
μ[73],7.406,0.03,7.348,7.46,0.0,0.0,6576.0,3175.0,1.0
μ[74],7.421,0.03,7.363,7.475,0.0,0.0,6557.0,3202.0,1.0
μ[75],7.436,0.03,7.378,7.49,0.0,0.0,6539.0,3202.0,1.0
μ[76],7.451,0.03,7.394,7.505,0.0,0.0,6516.0,3202.0,1.0
μ[77],7.466,0.029,7.409,7.52,0.0,0.0,6491.0,3203.0,1.0
μ[78],7.482,0.029,7.425,7.535,0.0,0.0,6472.0,3231.0,1.0
μ[79],7.497,0.029,7.44,7.549,0.0,0.0,6453.0,3231.0,1.0
μ[80],7.512,0.029,7.455,7.564,0.0,0.0,6438.0,3232.0,1.0
μ[81],7.527,0.029,7.47,7.579,0.0,0.0,6421.0,3204.0,1.0
μ[82],7.542,0.029,7.486,7.594,0.0,0.0,6405.0,3204.0,1.0
μ[83],7.557,0.029,7.501,7.609,0.0,0.0,6384.0,3205.0,1.0
μ[84],7.572,0.029,7.517,7.624,0.0,0.0,6360.0,3205.0,1.0
μ[85],7.588,0.029,7.532,7.639,0.0,0.0,6341.0,3204.0,1.0
μ[86],7.603,0.028,7.547,7.654,0.0,0.0,6321.0,3204.0,1.0
μ[87],7.618,0.028,7.562,7.669,0.0,0.0,6301.0,3204.0,1.0
μ[88],7.633,0.028,7.578,7.684,0.0,0.0,6281.0,3232.0,1.0
μ[89],7.648,0.028,7.593,7.699,0.0,0.0,6259.0,3232.0,1.0
μ[90],7.663,0.028,7.608,7.713,0.0,0.0,6239.0,3232.0,1.0
μ[91],7.678,0.028,7.623,7.728,0.0,0.0,6218.0,3288.0,1.0
μ[92],7.694,0.028,7.639,7.743,0.0,0.0,6199.0,3316.0,1.0
μ[93],7.709,0.028,7.654,7.759,0.0,0.0,6181.0,3316.0,1.0
μ[94],7.724,0.028,7.67,7.773,0.0,0.0,6159.0,3316.0,1.0
μ[95],7.739,0.027,7.685,7.789,0.0,0.0,6142.0,3316.0,1.0
μ[96],7.754,0.027,7.7,7.803,0.0,0.0,6124.0,3344.0,1.0
μ[97],7.769,0.027,7.715,7.818,0.0,0.0,6104.0,3344.0,1.0
μ[98],7.784,0.027,7.731,7.833,0.0,0.0,6083.0,3314.0,1.0
μ[99],7.799,0.027,7.746,7.848,0.0,0.0,6063.0,3343.0,1.0
μ[100],7.815,0.027,7.762,7.863,0.0,0.0,6041.0,3343.0,1.0
μ[101],7.83,0.027,7.777,7.878,0.0,0.0,6019.0,3374.0,1.0
